Uniprot,Means.2Moderate,Means.3Extreme,Means.4Recovery,Means.5ControlA
Q6ZIQ1,-0.028968839,0.018936965,-0.009207861,-0.035133691
Q7XIP0,0.031794011,-0.006298635,0.005226109,0.016887707
B9FY88,-0.058642718,0.064085605,0.037619401,-0.019205977
Q7XAM2,0.033079663,0.016471648,0.047921259,0.016156802
Q8H594,0.076179626,0.039746103,0.040531425,0.018388664
Q7X7U5,-0.049700704,0.016408162,-0.04449775,-0.026097864
Q6Z4G3,0.01509236,-0.12448879,-0.079634768,0.021764963
Q6YSF0,-0.029510745,-0.014125396,-0.09681743,0.007188118
Q6YSE8,0.035832835,0.001926573,0.007844649,-0.005665992
Q40680,-0.008300667,0.049037407,-0.005418603,-0.017914773
Q7XI39,0.009944186,0.049142924,-0.018092446,-0.033061938
Q8LH97,-0.042412973,-0.029938257,0.001061062,-0.018141851
Q7XI43,-0.023560088,0.058206866,0.009363883,-0.028190134
Q7XI40,0.020006744,-0.131254696,-0.051103868,0.048637535
Q7XIG8,0.008418897,0.040185828,0.020591829,0.002831177
Q7XIG4,0.048761171,-0.026122239,-0.000396588,0.002445176
Q0D4G9,-0.002131996,0.054762788,0.057266914,-0.032683351
Q7XI68,0.039264541,0.054908357,0.02015797,0.033297603
Q8GSC2,-0.005540773,-0.100269488,0.019601715,0.03531619
Q8H4E0,0.016483541,-0.06642342,0.033278803,0.007325132
Q8H5T5,0.019671061,0.059610214,0.015474974,0.041552645
Q8H5R7,0.075044769,0.036418271,0.008696805,0.056899935
Q8GS72,0.004094052,-0.015926664,-0.007628148,0.018973151
Q8GRU7,-0.071640883,0.008141341,-0.006182643,-0.034322223
Q8H3I7,-0.035595639,-0.0218913,0.054740485,-0.013087982
Q8GS76,-0.160053301,-0.205829154,-0.201821224,-0.071615152
Q8H5P9,0.079601205,0.17982386,0.047704216,0.096388422
Q8H2T7,0.019269259,-0.003364514,0.001335633,0.019230112
Q7XIQ1,-0.005890053,0.012052527,-0.002956684,-0.014858547
Q70G58,-0.002010398,0.019447763,-0.008180048,-0.040475107
Q7EZY9,0.032783663,0.001863075,0.011899782,0.034649164
Q8H2U6,0.058179893,-0.040065023,0.006695543,0.015389379
B9FUP9,-0.000630688,-0.031890604,-0.012061537,-0.025258642
P28757,0.004365521,0.147504372,0.019232541,-0.000216791
Q0D3Q1,0.004293571,-0.001898602,-0.033274806,0.031821661
Q6YSW9,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6ZDW8,-0.042055522,-0.143554808,-0.082590606,0.022545987
Q6ZDX3,-0.00897265,0.012038523,-0.012198924,-0.019016305
Q7F1U0,-0.194477559,-0.163290765,-0.211118514,-0.143132602
Q7XIX1,0.065058656,0.108302937,0.123970648,0.018332139
Q7XIV4,-0.014190626,0.050739081,-0.01819807,-0.021759889
Q0D3L5,0.024813798,0.042241248,0.048467219,0.024682573
Q6Z4N6,0.081083604,-0.030433172,0.029958102,0.072370355
Q6Z4N4,0.107639814,0.322009174,0.083746949,0.111775326
Q8H5F0,-0.009274407,-0.01226532,0.006524487,0.013127824
Q7XI67,-0.031620235,-0.049763725,-0.034341523,-0.089995335
Q84NP7,-0.004151798,0.142350161,0.064608286,-0.01741335
Q6Z3Y9,0.055812256,0.067281386,0.061109237,0.027013354
Q6Z3Y3,-0.018353124,-0.071467974,-0.073536106,-0.039990485
Q6Z3Y1,-0.011873362,-0.023735129,-0.012422945,-0.000461143
Q6Z3X5,-0.005230042,0.094789537,0.023801324,0.018109993
Q6Z1Y6,0.018098572,-0.053484952,0.036876288,0.008107638
Q6ZD72,-0.050218689,0.054234344,-0.033441381,-0.018174179
Q6ZC69,-0.00558925,-0.093330214,-0.047592561,-0.046693555
Q6ZC56,0.034482255,-0.030225168,0.005951204,0.038414274
Q6ZCC6,-0.037490885,0.093319546,-0.075455576,-0.027741455
Q6ZCC4,-0.018927473,-0.005718001,0.032984204,0.016219843
Q6ZCC0,0.025752497,-0.061674316,0.013717304,0.020091261
Q6YXS1,0.019189888,-0.036512271,-0.025602463,-0.021647534
Q6YXT5,-0.118902926,-0.011393503,-0.15132134,-0.027140513
Q69UI1,-0.042085864,0.007500697,-0.006204797,-0.012479119
Q84VG0,0.026020278,-0.051693843,-0.031650917,0.047892191
Q6ZJ47,-0.069763418,0.106404179,-0.046174419,-0.067224757
Q9S827,-0.032912914,0.025160021,-0.001114627,0.003375909
Q6YPF2,-0.004578653,0.121185366,0.011801712,-0.004459653
Q6YPF1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6YX33,0.021040085,0.015939864,0.01265103,0.005571354
Q84UR8,-0.003804149,0.106464893,0.028802998,-0.003776505
P41095,-0.030118368,-0.01789519,0.009658312,-0.026819379
Q69R48,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6ZKI0,0.036515122,-0.018473923,0.007961006,0.012710835
Q6YZ10,0.021039512,0.050647589,0.059380924,0.092778673
Q84UL5,-0.080687168,-0.158641681,0.016825693,-0.127539502
Q84PW3,0.01192936,0.042831754,0.026006078,-0.000795788
Q84S04,0.004216372,-0.063470908,-0.019614468,-0.045238032
Q84ZL6,-0.018898173,0.061382653,0.017264976,-0.000756715
Q84ZL5,-0.015484244,-0.111264694,-0.033290618,0.019492544
Q6ZD98,0.015764982,0.042712244,-0.002932002,0.029191044
Q6ZD96,-0.053416278,-0.013824482,-0.029634072,-0.014154083
Q7EZD2,0.003748932,-0.042616691,-0.007867487,0.057971869
Q0J7U6,0.041617187,0.055003879,0.017219907,0.026282708
Q84SC5,-0.081706912,0.011016171,-0.036282233,-0.058523097
Q84SC3,0.062913667,-0.092492393,0.030380368,0.20693534
Q6ZCP8,0.024058698,0.019325565,0.013794679,0.027013228
Q6YYL1,0.047315474,0.16490438,0.020046493,-0.035948584
Q6Z4T7,0.017683157,0.044692255,-0.015541019,0.008571554
Q6YZC3,0.018004439,-0.005848056,0.007787687,0.038010977
Q6YZZ7,-0.215083312,-0.111955676,-0.048377105,-0.023491946
Q6YZX5,-0.003265409,0.011470308,0.003725887,-0.001583418
Q948T6,-0.0103062,0.129279535,-0.007681964,-0.020580738
Q6Z1C0,0.039551425,0.019031379,-0.008449804,0.06099434
Q6ZJ97,-0.011388186,-0.052894143,-0.021059424,-0.011797556
Q6YYR2,-0.030224331,-0.026822206,-0.031266172,-0.007214465
Q76BW5,-0.012916172,0.035025053,-0.01434401,0.002291735
Q0J716,0.027567838,0.008524003,0.032920726,0.032349221
Q9LD61,0.029998609,-0.014605704,0.033002147,0.011255198
Q6ZG25,-0.00970676,-0.044263415,-0.014606087,-0.046029264
Q0J6W9,-0.118388998,-0.166627544,-0.109471209,-0.100874077
Q6Z4W7,-0.057988181,-0.023242878,0.047490573,-0.025897926
Q6YS11,0.014810776,0.051915915,0.009546462,0.021875728
Q6YVN9,0.072490159,0.041539142,0.075010916,0.057599745
Q0J6K9,0.039257249,0.04487027,0.011976381,0.015548301
Q6ZHZ1,0.011085143,0.069105691,0.027934509,-0.011040642
Q6YS69,-0.028101207,-0.004343133,-0.025854119,-0.020813553
Q6Z050,0.034330942,-0.041875652,-0.002026972,-2.86057E-06
Q6Z0P6,-0.005449437,0.031662711,-0.025262723,0.028219294
P0DKK7,-0.025391037,-0.012662313,-0.012056345,-0.009906502
Q8H4X9,0.08678098,0.063112388,0.023470554,0.065529809
Q6Z0I4,-0.095417914,0.022341141,-0.081335739,-0.034214347
Q6Z0I0,-0.050232163,0.463362457,0.066452102,0.068842714
Q6Z0G0,0.002444779,0.061463261,0.011323096,0.01250838
Q0J6A9,-0.091278426,-0.083008768,-0.0189371,-0.092112455
Q84QU8,0.042556463,-0.020633059,0.032601208,-0.003702731
Q84QT9,0.004261071,0.014243816,0.012841086,0.005347617
Q6YZK5,0.025918381,-0.031617727,0.032032981,-0.012727865
Q8H4V1,-0.025641574,0.061196105,-0.020227594,-0.03708048
Q6ZAE3,0.011724608,0.063004292,0.00237239,0.055435105
Q6YW78,0.0284199,0.033213561,0.032248076,0.018486417
Q6YW59,0.037700818,0.353668333,-0.011527038,-0.054958568
Q6ZBF6,-0.004109689,0.027672502,0.041459663,0.01411076
Q6ZIV7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q8H341,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q84Q47,0.022296792,0.462188665,0.188710136,-0.046886665
Q6ZKB8,0.052558444,0.048542507,0.0136559,0.017543573
Q6YWL3,-0.022812434,-0.065704126,0.031815765,-0.001072004
Q6YWJ7,0.050979054,0.034436448,0.036584088,-0.003349488
Q6Z9J1,0.031350418,-0.038586448,0.001583645,0.025089085
Q6Z9F9,0.03740609,-0.037975577,-0.010057224,0.078802107
Q6Z9G0,0.006050111,0.024185926,0.00671771,-0.018081214
Q6ZLF0,-0.012540147,-0.037032624,-0.01666357,0.006808002
Q6Z965,-0.019367402,-0.058155283,-0.039839788,0.020803249
Q6ZBZ2,0.035665334,-0.055890712,0.020869941,0.042463188
Q6YSB4,-0.042572421,-0.046604999,0.053463287,0.009686934
P16081,-0.102971711,-0.209802516,-0.089101177,-0.06899252
Q6ZDG3,0.009846165,0.044769184,0.010578992,0.003207095
Q7XXS0,0.011820563,-0.046539473,0.020906215,0.026197731
Q84J55,0.037858661,0.093846986,0.047960811,0.058756209
Q6YTT3,-0.03593796,-0.058558785,-0.02611555,-0.02037706
Q6ZDS0,0.024102688,-0.06339702,0.004763379,-0.017251443
Q6ZCV7,-0.077470874,0.000404913,-0.053558661,-0.052392906
Q6Z8U4,0.044167789,0.103802087,0.05971247,0.183532295
Q9XGP7,0.197111987,0.09106618,0.047165069,0.042687685
Q7F8T6,-0.006177218,-0.083523596,-0.042153494,-0.000471075
Q6ZKL9,0.044527988,0.021987411,-0.009745236,0.012200868
Q6ZKL8,-0.012655185,-0.11089149,-0.024210769,-0.019523493
Q6ZFI6,0.006783603,-0.091071024,-0.028153355,-0.02725235
Q6ZFH9,-0.019922297,-0.038110859,-0.007079966,0.007187911
Q6ZK86,0.021673371,0.040552491,0.051156746,-0.001112328
Q84YK7,-0.08753167,-0.098477842,-0.075215255,-0.034602512
Q84YJ5,-0.017071658,-0.022258107,0.000607477,-0.005247308
Q6Z8N7,-0.112552243,0.021123256,-0.086468006,-0.107573563
Q7EZ93,-0.051546452,-0.006114168,-0.066575809,0.01606668
Q7EZB9,0.03597208,0.059210211,0.031718788,0.009194875
Q6ZBK6,-0.037550427,0.192937847,-0.042868915,-0.034576231
Q6YZW2,0.030525219,-0.036431171,-0.006694304,-0.000669169
Q84QR4,0.008712302,-0.086587569,-0.014540979,-0.061962864
Q6ZK21,0.001291214,0.011485651,-0.009881857,0.04799295
Q7F1F2,-0.003407511,0.020464031,-0.035683298,0.00939624
Q6ZIA1,-0.044159657,-0.094705444,-0.064893948,-0.018519433
Q8LP96,0.025066857,0.026238542,0.006544383,-0.012669245
Q6ZI95,-0.139545045,-0.337003473,-0.210822613,-0.068157341
Q9XJ54,0.005248416,0.028590078,-0.020818278,0.008029215
Q6YZD9,0.011334606,0.011344328,0.048194226,0.035687514
Q6YZF8,-0.018394524,-0.01596021,-0.057394427,-0.017416636
Q6Z1H2,0.059982638,0.005586937,0.066211137,0.052168213
Q6Z1G7,-0.011574618,-0.014732586,0.00033373,0.007335878
Q6ZD35,-0.009669478,0.009420291,0.007334177,-0.017207961
Q6ZD31,-0.038427846,0.146064035,-0.034664636,-0.113912177
Q6ZIT9,-0.010803376,0.030119001,0.013070307,-0.030196735
Q6ZJG4,0.037331478,-0.033647258,-0.001687683,-0.002581216
Q6ZBH6,-0.004421929,-0.077972942,-0.15088154,0.085026171
Q6ZBH5,0.046243939,0.179905921,0.003660469,0.065706662
Q6ZBH4,-0.029350406,-0.06319477,-0.04999484,-0.01934289
Q6YT00,-0.003444299,0.02646208,-0.000973656,0.007626201
Q6ZJJ1,-0.021262139,-0.034840542,-0.02497271,-0.031695076
Q6Z3F7,-0.063612417,-0.031742349,-0.053641267,0.041306722
Q6ZJ19,0.123711166,0.068164818,0.045771575,0.125735746
Q6ZJ17,-0.018252095,0.004838846,0.025683711,0.001231221
Q6ZJ08,0.080738206,0.156164529,0.103822397,0.086183427
Q93VG0,0.009973811,0.051012631,0.017828968,-0.001992216
Q6YZH8,0.028258576,0.045939697,0.051575602,0.031452047
Q6YYX5,0.004662157,0.049474288,0.026292422,-0.008304345
Q84PB4,0.036714807,0.01777945,0.042209216,-0.002330785
Q6YYW3,-0.033388921,-0.052496739,-0.019556588,-0.043531403
Q84ZB2,0.006333573,0.116145786,0.059352513,0.034393423
Q6Z1P2,-0.002862721,-0.048948226,-0.017865194,-0.062468258
Q6YWA6,0.037550109,0.434581387,0.18294845,0.02465812
Q6YX88,-0.033604552,0.057672645,0.021601185,-0.027224626
Q6YYV1,0.00100672,0.049317367,0.021866791,0.049146324
Q6YYV0,-0.011592147,-0.015180433,0.01577478,-0.002015957
Q6K272,-0.008033666,0.015109236,0.011510796,-0.021206321
Q6K270,-0.006527755,-0.01628957,-0.021663603,-0.030962524
Q0J3D9,0.026736244,0.028434109,0.010832921,0.033968672
Q0J3D0,-0.0384481,-0.035829223,-0.009660041,-0.047518181
Q6K456,-0.026985049,0.062874707,-0.02706654,-0.063119816
Q6K447,-0.008158196,0.035452226,0.015450515,0.014962627
Q6K437,0.010256068,0.067744692,0.018361403,0.034750724
Q6K4K9,-0.016049713,0.005495704,0.010198917,-0.006281365
Q6K1W6,-0.109205854,0.052198113,-0.061832091,-0.021913292
Q6H5J0,-0.000296189,0.026199504,-0.004854912,-0.019393563
Q6H444,0.040907122,0.024322302,0.034909452,0.013351038
Q6H443,-0.043017435,-0.061165029,-0.040288541,-0.046507376
Q6H436,-0.056871999,-0.082469514,-0.052185914,-0.09224005
Q69TB0,0.053322053,0.060641151,0.024280653,0.033057889
Q6K2P3,0.069849346,-0.061395534,0.082567189,-0.020331411
Q6ERL4,-0.048262045,0.105731837,0.018182854,0.010541989
Q6ES98,0.009764571,-0.002924918,0.019045614,-0.007361629
Q6EQK1,-0.001646833,-0.160206328,0.036003829,0.044754209
Q6K548,-0.00940583,-0.018926632,-0.012725813,-0.005932797
Q6H4I2,0.001222975,-0.051854612,-0.00849922,-0.018134437
Q6H4P7,0.004877979,0.031200151,0.00626731,-0.000230778
Q6H611,0.028214671,0.029493734,0.020420929,0.02315496
Q6H592,0.052004586,0.023677204,0.010852821,0.025696185
Q6H450,-0.013121362,-0.028052242,-0.015126355,-0.018814106
Q6ERD4,-0.002673451,0.009126643,-0.018281036,0.015666476
Q6ERW9,0.02133901,0.045057166,0.057174586,-0.053008546
Q69MW7,0.033905799,-0.034324777,0.022314134,0.040349992
Q0J1U7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6EQ06,0.022322403,0.011524917,0.023924693,0.001564103
Q84VG2,-0.083546649,-0.011486897,-0.051598404,-0.054319498
Q69QD5,0.011550963,0.073183073,0.04012184,0.015195542
Q0J1I0,-0.165806159,-0.03769163,-0.057805171,-0.138444403
Q69P91,0.069381779,0.011183892,0.045906301,0.046813557
F5BCS3,-0.041084725,0.024008309,-0.008953804,-0.02532228
Q67UE8,0.02485805,-0.043293932,0.052520905,0.049490473
Q67UZ2,-0.007892196,0.062153773,0.016732743,0.001909668
Q67TQ8,0.035830345,0.053481341,-0.040815313,0.03052951
Q67J16,-0.018670688,-0.018000227,-0.070133659,-0.020343426
Q67J10,0.04712579,-0.011980293,0.04034266,0.030885641
Q67J09,0.015638992,-0.004676855,0.015906872,0.009828507
Q69MD2,-0.026223366,-0.05027234,-0.012033169,7.59325E-05
Q6YXG8,0.018914675,0.013069578,0.023627012,0.01212033
Q93WY5,0.001393273,0.001209644,-0.008043141,0.005954744
Q6K4J4,-0.030881837,-0.081726618,0.020070309,0.02601654
Q69QR6,0.175103928,0.224455677,0.165602391,0.159583794
Q69QQ6,-0.006436599,-0.025056609,-0.022143426,0.006523176
Q69QQ2,0.018123752,0.067344827,0.134150094,0.014447154
Q0J0Q9,0.001104102,0.07183321,0.049032807,0.033872615
Q0J0J5,0.006139436,0.038248137,-0.030456394,-0.021079226
Q0J0Q8,-0.03259567,-0.013942589,-0.014335056,-0.016690731
O64464,-0.019955942,0.015394227,-0.016802893,-0.016856717
Q0J0H6,-0.000937227,0.019321259,0.016319243,-0.023943451
Q0J0H4,0.006231857,0.011876355,0.0129654,0.025510362
Q0J0H3,-0.062715226,0.028287415,0.04365041,-0.02528762
Q0J0F7,-0.021882623,-0.014790774,-0.046738174,-0.017927867
Q9LST4,-0.023684685,0.037637096,-0.026323297,-0.007860498
Q64MA8,0.006416927,0.041651134,-0.031970974,0.014250888
Q69NG5,-0.008777368,-0.019318434,-0.034919936,0.022720511
Q69NF7,-0.008162771,0.047414008,0.027364652,-0.022094441
Q652J5,0.015722449,0.0093664,0.03531202,-0.043436629
Q69K00,0.036373351,-0.017171154,0.021074926,-0.002951221
Q69JZ7,0.066124531,0.023995826,0.010625588,0.017755164
Q69JZ2,0.056552519,0.034367717,0.038368542,0.031489495
Q69JE2,0.041914535,0.070311449,0.031451991,0.051287644
Q651F0,-0.028284844,-0.06102584,-0.020636617,-0.03997124
Q7XJ15,-0.038277879,0.085399187,0.005152386,-0.04488458
Q8W426,0.035801352,0.009575619,-0.024783344,0.031711765
Q0IZX5,0.000837851,0.094189177,-0.012706965,0.04436672
Q0IZS0,-0.096372019,-0.06537347,-0.01133505,-0.028732938
Q0IZR7,0.022358976,-0.164662732,0.005752067,-0.028763506
Q0IZQ2,0.00340406,0.007949435,0.004498859,-0.006171184
Q650W6,-0.029807502,-0.10513508,-0.048662712,-0.036725772
Q652L6,0.018740419,0.077044564,0.014625684,0.001171818
Q9SXG0,-0.018780177,0.000662967,0.002277338,0.006605038
Q652N5,-0.039340417,-0.066808551,-0.007067293,-0.047459323
Q651B0,-0.010019109,0.050912025,0.023912681,-0.022462344
Q10A77,0.037338512,-0.019069806,0.041795903,-0.000719414
Q8W3D0,-0.017513781,-0.126888757,-0.039153078,-0.034590987
Q7XHB3,-0.008751175,-0.011824403,0.03070734,0.049456567
Q7XHB1,-0.135817038,0.112317018,0.010263892,-0.044033668
Q33BE1,-0.023512774,0.003667991,-0.060403914,-0.009954061
Q8VWJ6,0.058264316,0.028255562,0.111800584,-0.006715159
Q7XH05,0.096321135,0.062479913,0.195143235,0.044712646
Q10A56,0.005047992,0.011161867,-0.006406362,-0.002067336
Q7G566,-0.018388697,-0.041394415,-0.07590081,0.075154554
Q7G754,0.003618,-0.033569205,-0.056471747,0.07473711
Q10A46,0.106715689,0.153166572,0.020630118,0.03030476
Q8L4I4,-0.076503492,0.040383232,-0.01036712,-0.028023367
Q8LNL2,-0.020820258,-0.000538306,-0.007236673,-0.02486367
Q33AI7,-0.000212936,0.140686323,-0.011032912,-0.003208397
Q7G6C5,0.023879391,0.019261015,0.024514922,0.017747338
Q33AE4,-0.008673347,0.01784506,0.056970383,-0.025872068
Q7G3Y4,0.00509251,0.019863747,0.002233982,0.004164605
Q109W0,0.048048735,-0.023627574,0.062700125,0.124415561
Q339V1,0.056169274,0.10605871,0.07687124,0.097253377
Q7G649,0.017958943,0.078124132,-0.026770653,-0.030626608
Q339K4,-0.073036687,0.025811578,-0.056005238,-0.03900676
Q8S5M6,-0.002354135,0.033280143,0.009494477,4.12066E-06
Q339D2,-0.23869494,-0.205963731,-0.120711378,-0.216984755
Q8RU06,0.081877462,0.07566794,0.038120123,0.046791816
Q338Z5,0.021603293,0.01019457,0.021245323,0.035076338
Q338Z4,-0.001811199,0.037877452,0.02006086,-0.00700886
Q0IXZ5,0.055729477,0.472871854,0.201079287,0.037189951
Q338N8,-0.022893832,0.180105098,0.034801988,-0.013470535
Q338E2,0.040722174,-0.014520271,-0.014838463,0.017986409
Q7XEQ3,-0.007900869,0.015494678,-0.018654961,-0.006463952
Q0IXP9,0.023181205,0.024920417,0.018199257,0.004676228
Q7XEL9,0.006847842,0.220883187,0.083232338,0.053776852
A3C4S4,-0.067582887,-0.025430076,-0.027633678,-0.086295921
Q337X4,-0.005008366,-0.044301829,-0.042798708,-0.042691908
Q8H6G8,-0.016014564,-0.121308938,-0.132950951,-0.011403995
Q0IXE1,0.047066635,-0.017409691,0.000380832,0.030682885
Q7XDY9,-0.025413613,-0.052467239,-0.00562643,-0.038762772
Q109M1,0.131434026,0.058312051,-0.023819026,0.049353586
Q7XDQ5,0.028633967,-0.059415645,-0.036350134,0.004735231
Q0IX96,0.019577068,0.041699101,-0.017215349,-0.015815017
Q7XDP6,-0.005691196,-0.00100701,-0.012261247,0.035330132
Q7XDP2,0.001487601,-0.002269679,-0.035268326,0.001399488
Q94LR9,-0.060542155,-0.121965354,-0.175545935,-0.051965827
Q8H903,-0.016525161,-0.015855266,-0.013280528,0.007534245
Q9FWK4,-0.048711781,0.017112962,0.005510342,-0.098573864
A1YQK1,-0.045171415,-0.017362158,-0.047279821,-0.031719408
Q8W5J0,0.06693379,0.049022242,0.069091161,-0.010783974
Q9FWU4,0.011315668,0.122957713,0.058841041,-0.025397608
Q0IWR7,-0.033825849,-0.011137814,-0.015064202,-0.023150111
Q8W3F4,0.039939162,0.039045167,0.053461612,0.042350742
Q8LNF2,0.035281155,0.047289221,0.044514856,-0.0011738
Q9FVZ9,0.002299641,0.003659798,-0.001689681,0.010723533
Q0IWK4,0.028050132,-0.321256036,-0.382867683,-0.059665829
Q337E9,-0.000501651,-0.016807487,-0.004620529,0.025620251
Q7G2B5,-0.006034785,-0.102757203,-0.039391586,-0.016811446
Q337E2,0.070885228,1.069356844,0.313303595,0.039047507
Q7XCY0,-0.017072377,0.022812726,0.004566184,0.002977158
Q9FW92,0.052022629,0.09284343,0.029539885,0.03586569
A3C6G9,-0.073941826,-0.015273537,-0.054533254,-0.03656716
Q945W3,0.017818882,-0.121261458,0.037892943,-0.026650267
Q9FUE3,-0.002370089,-0.018061778,-0.000629856,0.015861967
Q945W2,-0.035033152,-0.145175616,-0.073120876,-0.00599407
Q8S718,0.007102378,0.028839987,-0.027932442,-0.006939304
Q945W5,0.024986417,-0.096451332,-0.018393779,-0.028676287
Q06398,0.075171487,0.1692091,0.128138623,0.025536119
Q8LN35,0.036467788,0.055264637,0.019703829,-0.011303046
Q336X9,-0.037909971,0.005392689,-0.023301148,-0.010161336
Q8W2X4,0.015358601,0.015529358,0.041904329,-0.040273203
Q7XCL2,-0.051040264,-0.023649315,-0.08057559,0.004549514
Q7XCK0,0.015878763,-0.024721511,-0.015901875,0.075633268
Q94LU9,-0.049065826,-0.066339509,-0.036022104,-0.085449487
Q336T9,0.040878773,0.02182376,-0.031330333,-0.015796476
Q0IVQ7,-0.033606283,0.037158754,0.001472695,0.044976131
Q9AQW1,0.068477116,-0.32330639,0.139148718,0.129687982
Q7XC37,-0.04872794,-0.037081405,-0.052365611,-0.042125867
Q7XC31,-0.039722428,-0.023498249,-0.000735015,-0.014546002
Q7XBZ9,0.024293615,0.027617631,0.017087584,0.02118905
Q7XBY6,0.017768302,-0.011600669,0.018902448,0.010184013
Q7XBX2,-0.01144519,0.078267802,-0.013078778,2.11386E-06
Q336N7,-0.181811255,-0.041027162,-0.057462242,-0.080140662
Q0IVD2,0.01461506,0.024256712,0.012383839,0.02918037
Q7XBT1,5.92399E-05,0.04735558,-0.001804529,0.029680768
Q7XBR2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q2RBR1,-0.008032925,0.050421328,0.084929228,-0.022732198
Q0IV82,-0.002034368,0.032848285,0.0127332,0.029236969
Q2RBM4,-0.006650734,-0.009704998,0.040061446,-0.007598613
Q2RBD2,-0.262769502,0.624951468,-0.093952242,-0.082702555
Q2RBD1,-0.029317128,0.002027544,-0.034689311,-0.050248675
Q2QYI6,0.000901279,-0.017966339,-0.006550275,0.018939733
Q0IQF7,-0.020434866,0.003099219,-0.019972752,-0.018372837
Q2RB23,0.028784954,0.04653877,0.007103175,0.03276611
Q2RAZ7,-0.026919291,-0.013137098,-0.023803968,0.000944243
Q2RAK8,0.060274246,-0.013142994,0.06496472,0.039335173
A0A188,0.006131737,0.037320328,-0.004169705,-0.013616289
Q53PY7,0.015069382,-0.005022488,0.013042823,-0.025591012
Q53NC9,0.048371358,-0.038522256,-0.019533174,0.047550574
Q53JG0,-0.032600802,0.002544044,-0.032452667,-0.012959408
Q40677,-0.020079588,-0.075314597,-0.01606772,-0.030464484
Q53NP8,0.014964344,-0.048243837,-0.023601648,0.035266155
Q0IU69,-0.013476535,-0.043204422,-0.010492662,0.004380425
Q53NE7,-0.111529026,0.017148393,-0.06774378,-0.086491414
Q53NG8,-0.021552053,0.091238829,0.027161949,0.002499322
Q53LQ0,-0.028312173,0.057577544,-0.026996428,-0.014281468
Q2R8W8,0.009426882,-0.052879513,-0.01535185,0.012294673
Q2R8V6,0.078230683,0.050674542,0.055466183,0.100824695
Q53Q17,0.175977132,0.045967518,0.039158298,0.095963885
Q53N80,-0.002550747,-0.093920155,-0.032657266,-0.013482244
Q53M04,-0.151199926,-0.266205745,-0.140857756,-0.072375238
Q53Q78,0.009749301,0.042656145,-0.009132505,-0.036771598
Q08480,-0.014288531,0.010105921,0.008780631,0.001065273
Q2R678,-0.096784197,-0.032192665,-0.06442526,-0.002950375
Q53PA7,0.024863655,0.079462978,0.018073623,-0.026088166
Q53JD9,-0.064454507,-0.175761662,-0.048889087,-0.104392424
Q2R4Z7,0.18708528,1.147113231,0.430311341,0.042378598
Q2R4A1,-0.047727714,0.006483472,-0.025303542,-0.046993839
Q2R483,0.021058388,0.014189368,0.000808802,0.001426744
Q2R3X8,0.025677766,0.002113535,0.031656595,0.028159128
Q2R3W9,0.036741724,0.067345162,-0.10392612,0.041992819
Q2R3E2,0.021008126,0.052800351,-0.028601169,-0.014382353
Q2R3A1,0.03192421,-0.311968695,-0.11175785,0.044764376
Q2R339,0.011997764,0.06306462,0.057989704,0.014555948
Q0ISB4,0.017937259,0.052242719,0.022962276,0.017657513
Q2R2X2,-0.022647467,-0.009584369,0.002001448,-0.047049718
Q2R2E8,0.018937765,0.015281589,-0.000546023,0.01580955
Q2R237,0.002109088,-0.038875977,-0.166502146,-0.05518268
Q945X2,0.089816397,0.144864917,0.004011354,0.014248061
Q2R1V8,0.035992122,0.057932589,0.043101438,0.033349055
Q941F5,-0.029162248,0.239911926,0.166600814,0.040805157
Q2R1S1,0.064919179,0.170666718,0.118083392,-0.004131361
Q2R1P5,0.022622717,-0.13296183,-0.08142129,-0.016214235
Q2R1J1,-0.041018311,-0.094063612,-0.060074559,-0.016648559
Q2R1C4,0.027726856,0.01302463,0.024145252,0.01649045
Q9LSU1,-0.019200196,0.025418651,-0.013467802,-0.002909923
Q2R0W7,0.020050176,-0.077703574,0.007525316,0.001533137
Q2R0R2,-0.0151956,-0.233924924,0.003083363,0.0107061
Q2R0P4,0.424240846,0.456445073,0.132496627,0.44070147
Q2R0G2,0.0148056,-0.048268591,-0.064146673,0.03049164
Q2R0A3,0.01184581,-0.020707242,-0.010347966,0.053251001
Q2R089,0.030366482,0.035683018,-0.003025311,0.018698891
Q2R068,0.039422864,-0.032766149,0.052998803,0.011684835
Q0IR97,-0.01876551,0.006277951,-0.030466945,-0.026091829
Q53NM9,0.03361819,-0.000123034,-0.032966027,0.023689024
Q7XXR3,-0.029365258,-0.077340591,-0.045577307,-0.009826347
Q8L5K0,0.178365538,0.380807875,0.271568346,0.209692933
V5K4S5,-0.114475923,0.151248557,-0.074566905,-0.04704645
Q2QYE1,-0.06096767,-0.117782101,-0.096148882,-0.001635525
Q2QY90,0.065103722,0.022350736,0.028824631,0.040558395
Q2QXY9,-0.053426886,-0.08385343,-0.057336671,-0.02445454
Q2QXS4,0.058000733,-0.021030723,0.051927061,0.045475808
