Uniprot,Means.2Moderate,Means.3Extreme,Means.4Recovery,Means.5ControlA
Q9LDX7,0.002093275,0.033357416,0.021867165,0.000495531
Q9LI27,-0.034090638,-0.292301003,-0.196750524,-0.109251614
Q9FTU2,-0.001013903,-0.002091758,-0.010792288,0.029947867
Q0JP37,-0.065169758,-0.14836592,-0.224791822,0.026118931
Q9XHX4,0.009277032,-0.013873497,-0.017996996,0.010884076
Q9XHW8,-0.037058629,-0.088005948,-0.013011481,-0.00621174
Q5NBD6,-0.033723777,-0.082454525,-0.048623038,-0.041458155
Q9SDK4,0.045267603,0.062711056,0.02914461,0.019793849
Q5NBT9,0.013138605,-0.040686899,0.022687079,0.020106606
Q9S7H0,-0.109388697,0.017554009,0.052047938,-0.009169543
Q9S7P1,0.024518428,0.018015476,-0.006685846,0.024768121
Q9SDK0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q9LGE6,0.029767542,0.029366847,-0.001993838,0.031659693
Q9SDJ5,-0.032005274,-0.06895029,-0.073500447,-0.008428264
Q9SDD1,0.008225926,0.015646877,-0.004683784,0.046417507
Q0JNQ7,0.046672318,0.048234762,0.022655273,0.019385103
Q9SDG5,-0.003054757,0.012783399,-0.013544501,0.011357808
Q5NBQ1,0.0295454,0.009780204,0.02799351,0.02287924
Q5NBP9,-0.021377176,-0.017453462,-0.01537228,0.002041
Q9SDJ2,-0.031775885,-0.072316497,0.009771403,-0.059801001
Q9SDI4,-0.02806613,-0.066955599,-0.03463369,-0.082933442
Q5N7E8,0.014278572,0.039662056,0.032996667,0.033550576
Q7F731,-0.057524515,-0.036348306,-0.009183218,-0.028277734
Q9AR38,0.00898372,-0.020217788,0.03220208,-0.016174662
Q9LGZ3,-0.02676802,0.007092671,0.132594737,-0.058155786
Q9LGZ2,0.039463975,0.063832301,0.044721322,0.063663094
Q9FYP0,-0.023194643,-0.127909246,-0.061110693,0.050542916
Q93VT8,-0.038261287,-0.019760136,-0.057001654,-0.046343004
Q9FP25,-0.043554611,-0.353681568,-0.072701573,0.01698327
Q8L4I2,-0.08561363,-0.277559453,-0.057896338,0.006383906
B9EVS6,-0.071248503,-0.165938659,-0.051605991,-0.047951961
Q655Q2,0.018078806,0.09616242,0.008413479,0.020301688
Q75PK7,0.05638554,0.036257709,-0.01441251,0.009712158
Q94D81,-0.023336044,-0.100074277,-0.065794271,-0.023097447
Q9AWQ3,-0.027845723,-0.003388265,-0.009299858,0.022688122
Q654S1,0.002577869,-0.008405834,-0.023479978,0.037268912
Q9AS12,-0.015422567,-0.001313696,0.06910855,0.018994445
Q9ARZ9,-0.021864324,0.010868293,-0.005806304,-0.008884325
Q9ASP4,-0.01702073,0.033127238,0.01225108,0.003001819
Q94CN9,-0.01846738,0.022212307,-0.031102808,-0.004822934
Q93W16,0.046607981,0.032917443,0.009964311,0.039434767
Q5ZB95,0.03082225,0.030622761,0.018448235,0.015571769
Q942L2,-0.006318212,0.087687288,0.039534179,0.010091467
Q94CN1,0.024676448,0.039801451,0.005609327,0.00666032
Q94CM9,-0.029950698,-0.015524325,-0.022594323,-0.00316112
Q0JMW7,-0.001079533,-0.012656204,0.007462637,0.00809611
Q0JMV6,-0.129161248,-0.184948899,-0.165947042,-0.179218824
Q5ZBX1,-0.026885476,-0.002144918,-0.019799428,-0.02164383
Q5ZAJ0,-0.059441324,-0.08277312,-0.034624677,-0.003174914
Q94DR2,0.032601304,0.018920916,0.039793446,0.034057863
Q5ZC21,0.150126184,0.054114703,0.154576649,0.121537781
Q5JJM6,0.01746586,0.017728767,0.035439633,0.011555421
Q93WM3,0.017449473,0.027768678,0.017971256,0.007804372
Q94E75,-0.034257176,0.0659069,0.140911292,-0.037673088
Q9AS33,0.040356241,0.118136734,0.03484683,0.008015921
Q943W5,0.053885009,-0.014029061,0.017639609,0.05845632
Q5QMT0,0.045756992,0.26123348,0.109042825,-0.03577229
Q8LRH2,0.016559891,0.015436633,0.031106944,0.004372265
Q8LRG9,0.022230204,0.07367567,0.038952197,0.047628566
Q94E74,0.026491813,0.354268238,0.137727236,0.014711596
Q5QL78,-0.01861212,0.072155677,-0.016441607,-0.004227956
Q5QM39,-0.069070611,-0.018088519,-0.082513951,-0.030551866
A0A1L1,0.028442904,0.093688125,0.078150757,0.040779412
Q5JLH8,0.083023399,-0.018375914,0.02385516,0.066496978
Q5JK84,-0.007410725,0.009198039,-0.009288072,-0.004271822
Q5JK78,0.018914617,0.049255347,0.03091574,0.007465629
Q0JLY8,0.030223532,-0.044242814,0.004788744,0.001594871
Q8S9U5,0.040925999,0.281312079,0.085039692,-2.91102E-05
P40392,-0.012435351,0.085566746,-0.006844166,0.02954001
Q7F1B4,0.074471021,-0.033724272,0.248650584,0.182927393
Q8S9S4,0.035945527,0.035670031,0.045367034,0.052562811
Q8S9S2,-0.02267051,0.07585154,-0.085835235,-0.032376325
Q656T5,0.042837205,0.037310366,0.055093113,0.024812208
Q0JLS6,-0.00102756,0.025460048,-0.001261431,0.012974524
Q0JLS4,-0.019655319,-0.053577734,-0.009358488,-0.02244407
Q0JLN9,0.065608873,0.085292769,0.070890387,0.043063433
Q8RU33,0.084405414,0.193154011,0.193527341,0.200827637
Q8S1F2,-0.019261414,-0.005363537,-0.057453789,0.023345047
Q7F4F8,-0.005329951,0.001397529,-0.006003495,-0.009118246
Q5ZC77,0.062782212,0.064093868,0.081591495,0.054321708
Q5ZC82,-0.129267773,-0.292198318,-0.027659352,0.019769462
Q9LRE9,0.143642559,0.209775195,0.111071489,0.044721079
Q0JLH6,0.043535536,0.024204083,0.029660763,0.015948015
Q8S1C7,0.038036322,0.242686752,0.081348783,-0.021932283
Q5ZBC2,-0.099132953,0.057675429,-0.126309564,-0.111866104
Q9AX74,0.006058587,-0.026519151,-0.070747802,-0.02691491
Q7F7I7,0.029158314,0.056663324,0.029074612,0.017375531
Q5ZDX8,0.005082213,0.018239417,0.015953551,0.024708908
Q5ZDX6,0.008516817,0.066353412,-0.010609952,0.003946976
Q5ZDX5,0.002778332,0.13969336,0.025389708,-0.014598371
Q9FTH0,0.007663617,-0.006486746,-0.004237154,-0.004598979
Q9FTG9,-0.002863833,-0.024739724,-0.02338727,-0.000555441
Q5ZDJ3,-0.031749501,-0.024999722,-0.040754119,-0.023746383
Q5ZBH8,0.011755697,0.044619657,0.008796811,-0.001146231
Q5ZBH5,-0.064973036,-0.075900028,-0.102699483,-0.169200031
Q9FTW7,-0.114934593,-0.153940437,-0.09731416,-0.058228225
Q9AXB0,-0.055607832,-0.19797932,-0.095305205,-0.029110549
Q0JL44,0.001513938,-0.004529665,-0.041689827,0.041988978
Q9FDZ1,0.040495716,0.067671749,0.049996291,0.043575292
Q5VPI4,-0.055038255,-0.26402236,-0.110620198,-0.026543588
Q8RVB1,0.016373274,-0.003010595,-0.002901542,-0.025440414
Q94CY6,0.02654952,-0.084797846,0.015593503,0.038592726
Q5VNM3,0.007888251,-0.002549902,0.011682646,0.012015435
Q5VP70,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q5VRB2,0.019508107,-0.081936901,0.022498728,0.003345336
Q9ASA0,-0.019054906,0.027360564,0.024399277,-0.045737533
Q8RZF8,-0.029204857,-0.03069923,0.121972816,-0.007106396
Q5VPB9,0.034412659,0.103299731,0.044349314,0.01851917
Q5VPC8,0.063206161,0.016581763,0.037701918,0.063678934
Q0JKR6,0.036292167,0.74150132,0.301175778,0.007941734
Q7F280,-0.025597506,0.017858015,-0.041903277,-0.011827438
Q8SA35,0.011555125,0.044613614,0.026976865,0.026203012
Q8LR34,0.043875369,0.102323248,0.100272482,0.053882048
Q8LR33,-0.053004538,-0.093377605,-0.047915565,-0.087386424
Q5SN39,0.009446974,-0.040559586,0.014380004,-0.017857515
Q5QLQ5,-0.001511935,0.185886554,0.035953992,0.00725504
Q0JKI1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q8LJG7,0.066248144,0.003743396,0.018829461,0.048713642
Q8LQP4,-0.060829714,-0.10175416,-0.04035172,-0.074503447
Q5QM84,-0.041751452,0.03658897,-0.032355929,-0.022041898
Q5QLG3,0.00599013,-0.059000077,-0.011244389,-0.017497572
P49027,0.015570103,0.001928111,-0.000540855,-0.00785525
Q5N7L5,0.06022098,0.05867772,0.028114747,-0.005682518
Q8RZZ3,0.003733813,-0.010755597,-0.037912219,-0.022728357
Q8LJ05,-0.006916597,0.026356752,-0.011840839,-0.034220411
B8QUI7,0.058477425,-0.011773935,0.018919048,0.112331842
Q5N8I8,0.037973661,0.109771057,-0.007628439,0.022817094
O04882,0.06147981,-0.048581074,0.081666301,0.044511726
Q0JK13,0.037088353,0.035122189,0.019257933,0.019838634
Q8S0N4,0.027416214,0.00884588,0.048399342,0.074692513
Q8LR54,0.012301976,0.015861175,0.01669044,-0.005472909
Q5NAI9,-0.038380742,0.075720477,-0.066233031,0.030087706
Q9ASE0,-0.016475606,0.05368102,-0.014799343,0.005806333
Q6V9T1,0.050234398,-0.108903154,0.012346007,-0.002977574
Q5JLU1,0.033884919,-0.025662924,0.012588093,0.03877531
Q5JMC7,0.066836976,0.051503089,0.055862916,0.016879078
Q0JJU2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q942G1,0.007080839,-0.083593978,-0.003206088,-0.017534478
Q8W0E6,0.057682012,0.109949066,0.127703174,-0.006232132
Q8W0D1,-0.046737725,0.031437777,-0.054136596,-0.041034456
Q0JJQ7,0.056517355,0.098617164,0.175637304,0.164290263
Q5JNF3,0.038681678,-0.046993867,0.034097862,-0.009877921
Q5JNF1,0.053278061,-0.02516833,0.06266083,0.025233698
Q942C5,0.010035059,-0.147128409,-0.002518965,-0.019331004
Q8S2K0,-0.01412266,-0.010723413,-0.056627824,-0.002792729
Q5JNL6,0.029984498,0.034363417,-0.033952087,-0.008969729
Q8LQ70,0.010442507,0.043275339,-0.002387693,-0.026052184
Q8LQ68,-0.006868347,-0.031590787,-0.023440345,-0.015205406
Q5JLY8,-0.003845478,-0.019988476,-0.019876918,0.020349419
Q94J17,-0.04824027,-0.028018515,-0.043855577,-0.044769928
Q943F5,-0.022152523,-0.325649231,-0.185203615,0.051465523
Q5JMX9,-0.037574119,-0.051287443,-0.05243604,0.014449442
Q943F3,-0.031955987,-0.019144735,-0.039104268,-0.032525162
Q5JMM6,-0.015833113,0.006834247,0.016276272,-0.028513881
Q5JML8,0.025570882,0.088557562,-0.091403874,-0.059119891
Q5JLZ9,0.061654947,0.146025131,-0.042233756,0.059897688
Q0JJ25,0.01145706,-0.011750373,-0.010901789,0.019121825
Q5JN19,0.005059278,-0.069611827,-0.044518829,0.031378442
Q8LIX8,-0.045387023,-0.028917854,-0.069866231,-0.027755177
Q5ZAM8,-0.042834111,0.01874396,-0.021956946,-0.046924056
Q94EF2,-0.021270053,-0.105035625,-0.041064528,0.037253561
Q94ED9,-0.078145859,0.054931708,0.065955036,-0.04067368
Q94ED2,-0.002104291,-0.037784308,0.026581895,-0.007657685
Q8LQN2,-0.013082768,-0.020233218,-0.02605096,0.029849595
Q5ZAW1,-0.062600821,0.08382946,-0.021135534,0.011673285
Q8RVD1,0.022150331,0.004734021,-0.01636937,0.048219695
E9KIP9,-0.010693246,-0.023305377,-0.010202907,-0.050380983
Q5ZBR8,-0.051362367,-0.019544349,0.011754102,0.018499892
Q5VQK9,0.011113298,-0.043707754,-0.004930626,-0.016882748
Q8LJ88,-0.01036009,0.009908264,0.019600421,0.004266562
Q8S2G0,0.010394461,-0.026094042,0.007880408,-0.007156197
Q8LR94,-0.02200199,0.014846024,-0.013899506,-0.015579013
Q5VQX1,0.008258892,0.049116219,0.009194554,-0.011565408
Q8S1Y9,-0.064325294,0.00186983,-0.062863081,-0.025367013
Q9LSU0,-0.013096832,0.027529237,0.006961442,0.012131778
A2ZYV6,0.092587882,0.136257618,0.051488081,0.069694653
Q5N770,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q5N760,-0.065452729,-0.010909751,-0.107773896,0.011846016
Q5QMK7,-0.021935376,0.005506687,-0.006576089,-0.023243711
Q941V2,-0.004233651,-0.012623329,-0.020701255,-0.019480067
Q5QLT6,-0.003555305,0.050579494,0.054928289,-0.006837765
P49661,0.247769667,0.100967866,0.345612209,0.196172678
Q8W3J1,-0.111761989,-0.05927508,-0.095796207,-0.040694142
Q5QMH1,0.010998956,0.030126742,0.026718314,-0.007125988
Q8L5X0,-0.021470741,0.021523825,-0.004238917,-0.007912889
Q941T1,-0.010608765,0.26895358,0.122416628,-0.047229578
Q94DD0,0.03009584,0.031077012,0.031278161,-0.002883062
Q94CW5,0.028415384,0.014602671,0.047060491,-0.007462243
Q94CU3,0.018024037,0.068679098,0.028714166,-0.006002254
Q0JHF8,0.015070076,-0.016657739,0.0191172,-0.018547606
Q5N9F1,0.000506923,-0.024014967,-0.011702662,-0.047490593
Q5N968,0.053232305,0.074775621,0.045316218,0.006426515
Q0JHE8,-0.049170412,0.041077968,-0.053762271,-0.043562259
Q8S1N3,-0.000479759,-0.051347335,-0.017164789,0.006899367
Q943K1,-0.01071767,0.018289323,-0.008124814,-0.034866738
Q5N942,0.122420504,0.145331448,0.092506706,0.063757965
Q5N9Z8,-0.003124601,-0.020470815,0.009168136,0.040404422
Q0JH82,-0.027601621,0.059899015,-0.018216503,0.007803288
Q8L3U9,-0.015900648,-0.041861483,-0.02355057,0.010055981
Q7F2L3,0.033393255,0.328335232,0.03116062,0.022603499
Q8S0R8,0.003455662,-0.031616768,-0.021916911,0.001956405
Q5N842,-0.015694905,-0.027804235,-0.025319131,-0.009484177
Q5JLV2,-0.004477252,-0.037969553,-0.022398462,-0.023507266
Q8S0J7,0.025007586,-0.0001085,0.032333213,0.011078838
Q5N861,0.065520465,0.038676041,0.046412661,0.086043124
Q5N7Y1,0.021424322,0.44856498,0.057844409,0.019881685
Q5N7X2,-0.045800102,-0.207124544,0.075887538,-0.002105137
Q8S091,0.006571691,-0.166821201,0.029760555,0.03170483
Q8RZX0,-0.021872122,-0.02977576,-0.017280268,0.01027227
Q5JJJ5,0.021008836,0.012689287,0.004475947,0.032512635
O65037,-0.091404866,-0.067907101,-0.036753463,-0.059199505
Q5JKH1,0.001725527,-0.024390846,0.019733034,0.047110048
Q5JK10,0.020183838,0.058769087,0.026234006,-0.000526073
Q5JK18,0.00786559,0.000476378,0.003822906,-0.006731683
Q5JK39,-0.018478794,-0.035479465,0.060303973,0.074184844
Q5JK35,0.006214864,0.006128338,0.018804133,-0.04926115
Q5JK28,0.043945575,0.104843338,0.031945654,0.0101831
Q942Y0,-0.0127611,-0.073470251,-0.027826718,0.011216126
Q8RUI4,0.0949265,-0.215667881,0.168371438,-0.277229056
Q5JLP6,-0.028196957,0.018399,-0.013903184,-0.014052554
Q5JKK9,-0.003495619,0.140700227,0.058991297,0.019009729
Q8S9R1,-0.097009277,-0.003978949,-0.045611691,-0.071794457
Q5JKX8,0.041563345,0.0171541,0.002649839,0.002717569
Q9LDN2,-0.019557905,0.148234544,0.028399488,0.012930594
Q942A7,-0.01138291,-0.03141004,-0.034243502,0.032873058
Q5JKZ9,0.013133143,0.118211108,0.068467217,0.001123356
Q5JN29,-0.010005477,-0.132191029,0.030953293,-0.056057777
Q94DM7,-0.004260457,0.0180839,-0.015043117,-0.014415773
Q5JMR9,-0.027574679,0.034851635,0.000224636,-0.010214648
Q8SA06,0.046166614,0.030628066,0.016331548,-0.026171732
Q8S9Z3,-0.053856874,-0.004259937,-0.066731643,-0.025942846
Q0JFN9,-0.007860293,0.038522404,-0.004558827,0.012416012
Q5JME8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q5JNB0,-0.016367509,-0.031219151,-0.01718223,-0.037510371
Q67IX6,-0.041300538,-0.005484202,-0.019692653,-0.01930448
Q6YUA1,0.022320222,0.039289623,0.002873971,0.010751904
Q6YU98,-0.089119052,-0.038695454,-0.093513936,-0.094926821
Q6YU90,0.014319666,-0.016459429,-0.012665559,-0.028660061
Q6YU78,0.02127037,0.012968245,-0.000849877,0.007558227
Q6ZFJ9,0.05033278,0.161279624,0.095431134,0.034706659
Q6YPG4,-0.001124415,-0.038035182,-0.045671225,-0.018365561
Q6ETC7,-0.007859939,0.047864226,0.078800507,0.114906444
Q6Z901,0.015893356,-0.04728114,-0.010144504,0.035967599
Q6Z8Z7,-0.026823017,0.000851705,-0.036800092,-0.063673084
Q6Z8Z5,0.03266949,0.022899626,0.009020492,-0.018010202
Q6Z8Y5,-0.125901602,-0.014942883,-0.106767969,-0.06863942
Q6Z7C0,0.048585574,0.029147226,0.044129779,0.02086425
Q6Z7B3,-0.051273522,-0.053033172,-0.013008307,-0.064152991
Q6ZGM1,0.004641137,-0.007763423,0.019542903,0.003290793
Q6ZGM0,0.066567132,0.018420981,0.040309718,0.016171202
Q0E4H6,-0.04707942,-0.019195034,-0.008326962,-0.021728996
Q6ZH98,-0.009740024,0.108815412,0.003696774,-0.018424372
Q6ZH90,-0.006243712,0.039054304,0.007538621,-0.006029556
Q6Z702,-0.047956521,-0.035071144,-0.032734175,-0.04351083
Q6Z2M5,0.001905212,0.016345041,-0.035959733,-0.074359402
Q6Z2M4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6Z2M2,0.033917806,0.016292317,0.07843301,0.033205788
Q6Z6Y2,0.045080069,0.037076495,0.02482011,0.062019406
Q6ZG90,0.020592946,0.000673328,0.020734462,0.034307443
Q6Z0Z1,-0.021931124,-0.015595171,-0.056714717,-0.033616229
Q6Z0Y8,0.039781432,0.017608745,0.00481017,0.017209403
Q6YXZ6,-0.016853989,-0.049301955,-0.0336234,-0.005670389
Q6YX79,0.016172444,0.107633544,0.039289639,0.035521296
B9F2N9,0.006995259,0.025254333,-0.000235996,-0.037542019
Q67UX7,0.006787738,0.016967041,0.019074183,0.014523374
Q0E3X3,0.040518491,0.004895035,0.034328507,0.009691295
Q6ET46,0.028558698,0.080242257,0.033562952,0.047036657
Q6H7U2,0.016188793,0.014240868,0.002995478,0.031797592
Q0E3P3,-0.02027594,0.123205901,0.002718898,-0.028406026
Q6H7Z6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6H4V4,0.001620363,0.036045535,0.007134097,0.013304924
Q6H6D2,-0.052686332,-0.078273193,-0.035889695,-0.041638097
Q6H6C7,-0.012169539,0.048484321,-0.016220371,-0.022524251
Q6H6B9,0.004386132,-0.034454101,-0.011982224,-0.005356106
Q6H712,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6H513,0.0438907,-0.014348908,0.052837662,0.049392388
Q6EUQ9,0.023571748,0.048223517,-0.004992175,0.008986425
Q6ETN3,0.16101721,-0.074200316,0.014733663,0.057309611
Q6ETN1,0.051081473,-0.005601919,0.027275588,0.022119231
Q6ETK1,-0.001200581,-0.023102639,0.046566841,0.015249192
Q6H819,-0.034190275,-0.085681264,-0.047711216,-0.053810319
Q6ZIH1,-0.038294665,0.039638586,0.000722101,-0.018343753
Q6ZHS7,0.040708882,0.089608209,0.089272386,0.047233084
Q6YUV4,-0.035483577,-0.062467426,-0.030633772,-0.045200574
Q7F8S5,0.02357317,0.009080991,0.041570249,-0.010735711
Q6H7Q6,0.109619473,-0.020067196,0.044812349,0.005717772
Q6H7P9,0.032031872,-0.003032121,-0.01888754,0.019302037
Q6H7M1,-0.027946257,0.196703333,0.046090803,-0.021241348
Q6H739,-0.20033012,-0.059409435,0.029681996,-0.046082878
Q6H734,0.029368476,0.027224146,0.013213782,0.026739929
Q0E2Z3,0.008751051,0.032143217,0.023260701,0.019649637
Q6Z6E6,-0.007011161,0.035234898,-0.002587587,0.010368476
Q7GCH3,-0.015470753,-0.00981222,-0.016245244,0.007457125
Q67TS1,0.02842697,-0.076257678,-0.002579947,0.016139851
Q6Z6L4,-0.008942737,0.084609837,0.014845017,0.007605044
Q9ZRI7,-0.005132258,0.02379824,-0.010994403,-0.00654589
Q6YVF0,0.018328459,-0.121249125,0.037825535,0.006921262
Q0E2P1,0.058577337,0.023662769,0.035541536,0.033525455
Q6H6J7,0.013590628,0.09203358,0.011904958,0.018331081
Q6H5Y1,0.012362536,0.007685284,0.061404445,0.020578555
Q6EUK5,0.010904897,0.004003829,-0.011680758,-0.011058088
Q6EUK2,-0.008985292,0.025578146,-0.002127989,0.014696287
Q6ER49,0.129138142,0.112479267,0.141426967,-0.02463635
Q6EUD5,0.029827071,0.012909806,0.012564372,0.019243262
Q6EUD4,-0.009959636,0.039965037,-0.014363929,-0.008580969
Q6K241,-0.044348487,-0.050230239,-0.031267909,-0.035677071
Q6ETY0,-0.010390902,0.022946426,0.007975548,0.023973808
Q6ETX5,0.03110628,0.076275075,-0.017219178,0.046039364
Q6K7V6,-0.016977928,0.079229531,0.062969619,-0.034206956
Q6K4T1,-0.022876153,0.000425752,0.016008942,-0.009341426
Q6K4S7,0.063296537,-0.078769376,-0.02644095,0.095944332
B9F537,0.001261244,0.021955378,0.036831316,0.039179289
Q6K4V3,0.053765424,0.096950866,0.078591276,0.061747329
Q6K2Y3,0.033281266,-0.008737079,-0.000875339,0.037807721
Q6Z0W7,-0.032837098,-0.048233401,-0.021407624,-0.053750363
Q6ER67,0.011895269,-0.020196851,-0.081728435,-0.01049776
Q6Z6B5,-0.008072662,-0.034769056,-0.004170101,-0.026609501
Q6Z7I3,0.006053502,-0.128013352,-0.107251751,-0.033830701
Q6YUK5,-0.01800805,0.036144541,0.002319005,-0.007994272
Q67W29,0.009503107,0.021507156,0.030149467,-0.038481615
Q6ZG77,-0.027474275,-0.085792896,-0.016634974,-0.021952481
Q6ETC4,-0.019633252,-0.099058639,0.053490948,-0.017946187
Q6K7A3,-0.156694857,0.071033798,0.050745792,-0.14637263
Q6K7A1,-0.013121602,-0.021552264,-0.040594003,0.014113871
Q6K5R6,-0.021017679,0.008359076,-0.012181514,-0.026317468
Q6K2L9,-0.015025114,0.019850693,-0.009895205,0.002658268
P49199,-0.0355504,-0.016580656,-0.028381719,-0.017671051
Q6K667,-0.023106124,-0.038229598,-0.043751909,-0.023302334
Q6K653,-0.002075998,0.052852352,-0.005245328,-0.018477069
Q67UM4,0.007362309,-0.052274125,-0.019019755,-0.04656626
Q6H4L2,-0.00330456,0.039908637,0.017307061,-0.00745618
Q6H4M9,0.026721572,0.073429507,0.067394654,0.071119761
Q6H547,-0.027994421,-0.008810381,-0.032309263,-0.019087346
Q6H795,0.013506686,0.226636061,0.030303217,-0.008882786
Q6ESG1,-0.006238005,-0.014215467,0.016226326,-0.012526338
Q6ESF0,-0.012127489,0.043748987,0.092489517,0.045708731
Q6EPY7,0.01957364,-0.041109978,-0.064185595,0.05936056
Q93XI4,-0.010663386,0.005602643,-0.023645487,0.015974812
Q6ER94,-0.045004638,-0.030690987,0.069527388,-0.025269175
Q6ER90,-0.021140122,-0.073809741,-0.016348237,-0.03083729
Q6ER87,0.023397551,-0.148660374,-0.032873826,0.041564414
Q6ZI79,0.015266606,-0.031795472,0.036456985,0.0150678
Q0E0D3,0.037936534,0.044069411,0.008131212,0.004108426
Q84VC8,-0.018604153,0.01923897,-0.007301123,0.004506656
Q6YTI3,0.026034549,-0.018533535,0.016720077,0.006022568
Q69S79,-0.038425858,-0.052036492,-0.036964121,-0.05849369
Q6EUP4,0.028318124,0.017270686,-0.000740185,0.064222709
Q0E032,-0.070141177,0.051099563,-0.000811862,0.13382502
Q6YY17,-0.011864806,0.07664252,0.017129175,0.023549938
Q6YY47,0.020010837,-0.027370439,-0.008701314,0.017663896
Q6YY64,-0.025963565,0.008566322,-0.019280573,-0.022034795
Q6ZI49,0.000262463,-0.040875983,0.034275876,-0.026985413
Q6K5H8,0.005736858,-0.004607426,0.015955051,0.006859576
A0A2H4,0.001370489,0.064903026,0.040009796,0.013398596
Q6K8J4,-0.014504193,-0.138380251,-0.053138041,-0.044440635
Q6K8R4,-0.032082075,0.027439324,-0.034555238,-0.045464596
Q6K1Y0,-0.060786622,0.035952931,0.019595214,-0.059445318
Q6K9C3,0.020548078,-0.016243387,-0.026816334,0.02932924
Q6K643,-0.463025043,-0.32060955,-0.273884178,-0.104563078
Q6K624,0.018575016,-0.013885252,0.007041226,0.024001101
Q6K623,-0.057392313,0.176510109,-0.062681701,-0.0550852
Q6K7X0,0.038674851,-0.16550002,0.025866931,0.018475608
S4TZU3,0.008002834,0.021215181,0.01238831,0.018362469
Q6K1Q5,0.043558676,0.048602108,0.018410322,0.020540947
Q6K1T2,-0.021441625,-0.047351882,0.002610857,-0.027137211
P14717,0.165830198,-0.346446956,-0.018265362,0.049532195
Q6K209,0.039629602,-0.097187568,-0.087916567,0.043595626
A3A9C6,-0.009357103,-0.023515614,0.035452443,-0.018377322
Q6H7I7,-0.041440979,-0.06507646,-0.038074871,-0.008368699
Q6H852,-0.024269054,0.037880248,-0.002510329,0.043796201
Q6H5V4,-0.034926536,-0.016888361,-0.031298841,-0.095573304
Q6H7E4,-0.00416605,0.052515292,0.017140342,-0.011880378
Q6H7S2,0.033326847,0.008890542,-0.014790244,0.008702128
Q6H660,-0.015380136,0.038166266,-0.021944554,0.005749265
Q6H3Y3,0.0341127,-0.02308305,0.017772268,0.036692031
Q6H697,0.024773735,0.012878535,0.011310305,0.019213499
Q6H6L8,0.059061981,-0.183261988,-0.028106343,0.058892784
Q6ESJ0,-0.026657705,0.084649741,0.003049192,-0.008019745
B7SDI4,0.021339033,-0.032441079,0.018884107,-0.002956153
Q6EU12,0.056128536,0.023530342,0.045332758,-0.027801274
Q6EP89,-0.023569504,0.002350361,-0.012377022,0.000899572
Q6EP75,0.045767629,-0.006072024,0.044186723,-0.003552868
Q6EPN8,0.011931984,-0.008978907,-0.024586427,0.035724767
Q6EU02,0.070482249,0.02854142,0.029678551,0.036051711
Q6ZHC3,-0.011773933,0.02376787,-0.023648156,-0.014866981
Q6ZGX8,0.031656874,-0.014542917,-0.003022025,0.034148762
Q6ZGS9,-0.024623769,0.03871412,-0.015905616,-0.027060388
Q6Z8F7,0.033264525,0.053201357,0.027693806,0.014094459
Q6Z8F4,-0.010314213,-0.027647026,-0.021214017,-0.047483788
Q6Z8E0,-0.023698646,0.012436797,0.00307248,-0.011752024
Q8W855,0.013839519,0.075438186,0.003934577,0.012304571
Q8S3R2,-0.004864616,-0.061646931,-0.032852597,-0.02489595
Q8S3R7,-0.007341698,0.236362319,0.040339235,0.003093047
Q5SMT0,0.063050147,0.079518931,0.023507621,0.05390871
Q7XXP7,0.008249528,-0.034881163,0.002985943,0.019630124
Q6ZFX8,-0.056959287,0.003806442,-0.056564512,-0.054417162
Q6ZFU6,0.011228695,-0.02184248,-0.051956673,0.031722832
Q6ZFT5,-0.154218224,0.133998075,-0.048050824,-0.011252955
Q6ZHP6,-0.029409976,-0.370918724,-0.071487878,-0.089003179
Q6ZGV9,0.022881066,0.007634946,0.020630226,0.023109375
Q6ZGV8,0.013804845,0.037013994,0.006525435,0.017760138
Q6ZGV7,-0.057118421,-0.018947393,-0.011224447,-0.037325927
Q6ZGV4,0.035058082,0.022985742,0.053159739,-0.023171494
Q0DY33,0.010457362,0.034342652,0.024714313,0.066875832
Q6Z5K4,-0.009044337,-0.050950835,-0.006574354,-0.054286378
Q6Z329,0.067275597,0.000269639,0.027816395,0.014512042
Q6YWR8,0.019849702,0.015565672,0.035402502,-0.021275036
Q6Z2L1,0.086019842,0.03642868,0.045994395,0.031932717
Q6Z754,0.013575278,0.041712614,0.017109482,0.015029482
P14656,0.031496621,-0.022226541,0.022961328,0.050321664
Q6Z744,0.007672112,0.178481378,0.083188996,0.021255887
Q6Z5P0,0.00122433,0.029006252,0.039547598,0.020118384
Q6Z5N4,-0.013941383,-0.057881378,-0.014638986,0.00302149
Q6Z7T4,0.019610948,-0.003094145,0.0687655,-0.006203256
