"Protein","x"
"Q91W97","mmu00010 mmu00051 mmu00052 mmu00500 mmu00520 mmu00524 mmu01100 mmu01130 mmu01200 mmu04066 mmu04910 mmu04930 mmu04973 mmu05230"
"Q3U4H6","mmu00511"
"P29416","mmu00511 mmu00520 mmu00531 mmu00603 mmu00604 mmu01100 mmu04142"
"P20060","mmu00511 mmu00520 mmu00531 mmu00603 mmu00604 mmu01100 mmu04142"
"Q8CFX1","mmu00030 mmu01100 mmu01200"
"P52927","mmu05202 mmu05206"
"P63158","mmu03410"
"P18608","mmu05168"
"Q91VF2","mmu00340"
"P70174","mmu04020 mmu04080 mmu04750"
"P97292","mmu04020 mmu04080 mmu04971"
"P58406","mmu04080"
"Q91ZY2","mmu04080"
"P35492","mmu00340 mmu01100"
"P23738","mmu00340 mmu01100"
"Q99KK9","mmu00970"
"Q61035","mmu00970"
"P01895","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P01900","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P01899","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P14426","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P14427","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P01897","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P01896","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P01901","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P04223","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P14428","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P01902","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
" P03991","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P01898","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P14429","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P14430","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P06339","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P14432","mmu04144 mmu04145 mmu04514 mmu04612 mmu04940 mmu05166 mmu05168 mmu05169 mmu05203 mmu05320 mmu05330 mmu05332 mmu05416"
"P04227","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14436","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14437","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14435","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14438","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P01910","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P04228","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14434","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P23150","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"P06343","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P06344","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14483","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P06345","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P06346","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P06342","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P01921","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"P01904","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P14439","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P04224","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"P20040","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P01915","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P04230","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P18469","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P04231","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
" P18468","mmu04145 mmu04514 mmu04612 mmu04640 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"P28078","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"P35737","mmu04145 mmu04514 mmu04612 mmu04672 mmu04940 mmu05140 mmu05145 mmu05150 mmu05152 mmu05164 mmu05166 mmu05168 mmu05310 mmu05320 mmu05321 mmu05322 mmu05323 mmu05330 mmu05332 mmu05416"
"Q8BY71","mmu05034"
"C0HKE7","mmu05034 mmu05322"
" C0HKE9","mmu05034 mmu05322"
" C0HKE5","mmu05034 mmu05322"
" C0HKE8","mmu05034 mmu05322"
" C0HKE4","mmu05034 mmu05322"
" C0HKE3","mmu05034 mmu05322"
" C0HKE2","mmu05034 mmu05322"
" C0HKE1","mmu05034 mmu05322"
" C0HKE6","mmu05034 mmu05322"
"Q8CGP5","mmu05034 mmu05322"
"Q8CGP6","mmu05034 mmu05322"
"Q8CGP7","mmu05034 mmu05322"
"P70696","mmu05034 mmu05203 mmu05322"
"Q64475","mmu05034 mmu05203 mmu05322"
"Q6ZWY9","mmu05034 mmu05203 mmu05322"
"P10853","mmu05034 mmu05203 mmu05322"
"Q64478","mmu05034 mmu05203 mmu05322"
"Q8CGP1","mmu05034 mmu05203 mmu05322"
"P10854","mmu05034 mmu05203 mmu05322"
"Q8CGP2","mmu05034 mmu05203 mmu05322"
"P68433","mmu05034 mmu05202 mmu05322"
"P62806","mmu05034 mmu05203 mmu05322"
"Q6GSS7","mmu05034 mmu05322"
"Q64522","mmu05034 mmu05322"
"Q64523","mmu05034 mmu05322"
"Q64525","mmu05034 mmu05203 mmu05322"
"Q64524","mmu05034 mmu05203 mmu05322"
"P84228","mmu05034 mmu05202 mmu05322"
"Q8BFU2","mmu05034 mmu05322"
"Q9D2U9","mmu05034 mmu05203 mmu05322"
"Q8CGP0","mmu05034 mmu05203 mmu05322"
"O09106","mmu04110 mmu04330 mmu04919 mmu05016 mmu05034 mmu05169 mmu05200 mmu05202 mmu05203 mmu05220"
"Q6P3E7","mmu05034 mmu05203"
"Q91WA3","mmu05034 mmu05203"
"P70288","mmu04110 mmu04330 mmu04919 mmu05016 mmu05034 mmu05169 mmu05200 mmu05202 mmu05203 mmu05220"
"O88895","mmu04919 mmu05034 mmu05203"
"Q6NZM9","mmu05034 mmu05203"
"Q9Z2V6","mmu05034 mmu05203"
"Q9Z2V5","mmu05034 mmu05203"
"Q8C2B3","mmu05034 mmu05203"
"Q8VH37","mmu05034 mmu05203"
"Q99N13","mmu05034 mmu05203"
"Q920N2","mmu00780 mmu01100"
"P53702","mmu00860"
"P31310","mmu05202"
"P28359","mmu05205 mmu05206"
"Q61658","mmu04550"
"Q9Z2Y3","mmu04068 mmu04724"
"Q9QWW1","mmu04068 mmu04724"
"Q99JP6","mmu04068 mmu04724"
"Q9JJK5","mmu04141"
"O09173","mmu00350 mmu01100"
"Q61191","mmu05168"
"Q9D968","mmu05168"
"Q8VD75","mmu05016"
"P42859","mmu05016"
"O35668","mmu04727 mmu05016"
"Q00547","mmu04512"
"Q91ZJ9","mmu00531 mmu01100"
"O35632","mmu00531 mmu01100"
"Q8VEI3","mmu00531 mmu01100"
"Q05A56","mmu00531 mmu01100"
"Q812F3","mmu00531 mmu01100"
"Q8C131","mmu04024"
"P24815","mmu00140 mmu01100 mmu04913 mmu04925"
"P26149","mmu00140 mmu01100 mmu04913 mmu04925"
"Q61767","mmu00140 mmu01100 mmu04913 mmu04925"
"Q61694","mmu00140 mmu01100 mmu04913 mmu04925"
"O35469","mmu00140 mmu01100 mmu04913 mmu04925"
"Q9EQC1","mmu00120 mmu01100"
"Q9WU19","mmu00630 mmu01100 mmu01130 mmu01200 mmu04146"
"Q9NYQ2","mmu00630 mmu01100 mmu01130 mmu01200 mmu04146"
"Q99KB8","mmu00620"
"Q61425","mmu00062 mmu00071 mmu00280 mmu00310 mmu00380 mmu00650 mmu01100 mmu01130 mmu01212"
"Q8BMS1","mmu00062 mmu00071 mmu00280 mmu00310 mmu00380 mmu00410 mmu00640 mmu00650 mmu01040 mmu01100 mmu01130 mmu01200 mmu01212"
"Q99JY0","mmu00062 mmu00071 mmu00280 mmu01100 mmu01130 mmu01212"
"Q9DB32","mmu00620"
"Q9EP66","mmu04024"
"Q5U5V2","mmu00310 mmu01100"
"P22907","mmu00860 mmu01100"
"Q8VCC1","mmu05202"
"Q8R1F5","mmu00630 mmu01100"
"P51656","mmu00140 mmu01100 mmu04913"
"O08756","mmu00280 mmu01100 mmu01130 mmu05010"
"O70503","mmu00062 mmu00140 mmu01040 mmu01100 mmu01212"
"P51658","mmu00140 mmu01100 mmu04913"
"P70385","mmu00140 mmu01100"
"P51660","mmu00120 mmu01100 mmu04146"
"Q9R092","mmu00140 mmu00830 mmu01100"
"O88736","mmu00100 mmu00140 mmu01100 mmu01130 mmu04913"
"P50172","mmu00140 mmu00980 mmu01100 mmu05204"
"P51661","mmu00140 mmu04960"
"O88703","mmu04024"
"O70507","mmu04024"
"P58307","mmu04080"
"P58308","mmu04080"
"P00493","mmu00230 mmu00983 mmu01100"
"Q61221","mmu04066 mmu04919 mmu05200 mmu05205 mmu05211 mmu05230 mmu05231"
"Q9JKR6","mmu04141"
"Q9JHJ8","mmu04514 mmu04672"
"Q08890","mmu00531 mmu01100 mmu04142"
"P48441","mmu00531 mmu01100 mmu04142"
"Q60766","mmu05145"
"Q7TSN7","mmu04530"
"Q9CX00","mmu04144"
"P28776","mmu00380 mmu01100 mmu05143"
"Q8R0V5","mmu00380 mmu01100 mmu05143"
"P40936","mmu00380 mmu00450"
"Q9WVS0","mmu04514 mmu04660 mmu04672 mmu05340"
"Q920Q8","mmu05164"
"Q04998","mmu04060 mmu04350 mmu04550"
"Q04999","mmu04060 mmu04350 mmu04550"
"P55104","mmu04060 mmu04350 mmu04550"
"O08717","mmu04060 mmu04350 mmu04550"
"P20067","mmu04015 mmu04350 mmu04390 mmu04550"
"P41136","mmu04350 mmu04390 mmu04550 mmu05202"
"P41133","mmu04350 mmu04550"
"P41139","mmu04350 mmu04550"
"O88351","mmu04010 mmu04014 mmu04062 mmu04064 mmu04068 mmu04150 mmu04151 mmu04210 mmu04380 mmu04620 mmu04621 mmu04622 mmu04623 mmu04660 mmu04662 mmu04668 mmu04722 mmu04910 mmu04920 mmu04930 mmu04931 mmu04932 mmu05142 mmu05145 mmu05160 mmu05161 mmu05164 mmu05166 mmu05168 mmu05169 mmu05200 mmu05206 mmu05212 mmu05215 mmu05220 mmu05221 mmu05222"
"Q9R0T8","mmu04620 mmu04622 mmu04623 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168"
"O88522","mmu04010 mmu04014 mmu04062 mmu04064 mmu04151 mmu04210 mmu04380 mmu04620 mmu04621 mmu04622 mmu04623 mmu04660 mmu04662 mmu04668 mmu04920 mmu05142 mmu05145 mmu05160 mmu05161 mmu05166 mmu05168 mmu05169 mmu05200 mmu05203 mmu05212 mmu05215 mmu05220 mmu05221 mmu05222 mmu05340"
"P50096","mmu00230 mmu00983 mmu01100"
"P24547","mmu00230 mmu00983 mmu01100"
"Q9D892","mmu00230 mmu00983 mmu01100"
"O55023","mmu00562 mmu01100 mmu04070"
"Q91UZ5","mmu00562 mmu01100 mmu04070"
"Q6P1C1","mmu00562 mmu01100 mmu04070"
"Q8BYN3","mmu00562 mmu01100 mmu04070"
"Q9Z329","mmu04020 mmu04022 mmu04070 mmu04114 mmu04270 mmu04540 mmu04611 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04728 mmu04730 mmu04750 mmu04912 mmu04915 mmu04918 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu04972 mmu05010 mmu05205"
"P70227","mmu04020 mmu04022 mmu04070 mmu04114 mmu04270 mmu04540 mmu04611 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04728 mmu04730 mmu04742 mmu04750 mmu04911 mmu04912 mmu04915 mmu04918 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu04972 mmu05010 mmu05205"
"Q8R071","mmu00562 mmu01100 mmu04020 mmu04070"
"Q7TS72","mmu00562 mmu01100 mmu04020 mmu04070"
"P11881","mmu04020 mmu04022 mmu04070 mmu04114 mmu04270 mmu04540 mmu04611 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04728 mmu04730 mmu04750 mmu04912 mmu04915 mmu04918 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu04972 mmu05010 mmu05016 mmu05205"
"Q6PD10","mmu04070"
"Q80V72","mmu04070"
"Q8BWD2","mmu04070"
"Q80V26","mmu00562 mmu00920 mmu01100 mmu04070"
"P59644","mmu00562 mmu01100 mmu04070"
"Q8C5L6","mmu00562 mmu01100 mmu04070"
"Q7TT16","mmu00562 mmu01100 mmu04070"
"Q6P549","mmu00562 mmu04070 mmu04662 mmu04666 mmu04910"
"P49442","mmu00562 mmu01100 mmu04070"
"Q9EPW0","mmu00562 mmu01100 mmu04070"
"Q6P1Y8","mmu00562 mmu01100 mmu04070"
"Q8K337","mmu00562 mmu01100 mmu04070"
"Q9ES52","mmu00562 mmu04070 mmu04662 mmu04664 mmu04666"
"Q9JII1","mmu00562 mmu01100 mmu04070"
"P01325","mmu04014 mmu04015 mmu04022 mmu04066 mmu04068 mmu04114 mmu04140 mmu04150 mmu04151 mmu04152 mmu04810 mmu04910 mmu04911 mmu04913 mmu04914 mmu04917 mmu04923 mmu04930 mmu04931 mmu04932 mmu04940 mmu04950 mmu04960 mmu05215"
"P01326","mmu04014 mmu04015 mmu04022 mmu04066 mmu04068 mmu04114 mmu04140 mmu04150 mmu04151 mmu04152 mmu04810 mmu04910 mmu04911 mmu04913 mmu04914 mmu04917 mmu04923 mmu04930 mmu04931 mmu04932 mmu04940 mmu04950 mmu04960 mmu05215"
"Q9JHR7","mmu05010"
"P35569","mmu04022 mmu04068 mmu04150 mmu04151 mmu04152 mmu04722 mmu04910 mmu04920 mmu04923 mmu04930 mmu04931 mmu04932 mmu04960 mmu05206"
"P81122","mmu04022 mmu04068 mmu04152 mmu04910 mmu04920 mmu04923 mmu04930 mmu04931 mmu04932 mmu05206"
"Q9Z0Y7","mmu04022 mmu04068 mmu04152 mmu04910 mmu04920 mmu04923 mmu04930"
"P15208","mmu04014 mmu04015 mmu04022 mmu04066 mmu04068 mmu04151 mmu04152 mmu04520 mmu04910 mmu04913 mmu04923 mmu04930 mmu04931 mmu04932 mmu04960"
"Q9WTL4","mmu04810 mmu05215"
"P05017","mmu04014 mmu04015 mmu04066 mmu04068 mmu04114 mmu04115 mmu04150 mmu04151 mmu04152 mmu04510 mmu04550 mmu04730 mmu04750 mmu04913 mmu04914 mmu04960 mmu05200 mmu05202 mmu05205 mmu05214 mmu05215 mmu05218 mmu05410 mmu05414"
"O88477","mmu05206"
"Q07113","mmu04142 mmu04144"
"P09535","mmu05205"
"Q60751","mmu04014 mmu04015 mmu04066 mmu04068 mmu04114 mmu04144 mmu04151 mmu04152 mmu04510 mmu04520 mmu04550 mmu04730 mmu04913 mmu04914 mmu05200 mmu05202 mmu05205 mmu05214 mmu05215 mmu05218"
"P47878","mmu04115 mmu05202"
"Q3V3R4","mmu04151 mmu04510 mmu04512 mmu04640 mmu04810 mmu05410 mmu05412 mmu05414"
"P61622","mmu04151 mmu04510 mmu04512 mmu04810 mmu05410 mmu05412 mmu05414"
"Q62469","mmu04145 mmu04151 mmu04510 mmu04512 mmu04611 mmu04640 mmu04810 mmu05200 mmu05205 mmu05222 mmu05410 mmu05412 mmu05414"
"Q9QUM0","mmu04015 mmu04151 mmu04510 mmu04512 mmu04611 mmu04640 mmu04810 mmu05200 mmu05222 mmu05410 mmu05412 mmu05414"
"Q62470","mmu04151 mmu04510 mmu04512 mmu04640 mmu04810 mmu05200 mmu05222 mmu05410 mmu05412 mmu05414"
"Q00651","mmu04151 mmu04510 mmu04512 mmu04514 mmu04640 mmu04670 mmu04672 mmu04810 mmu05140 mmu05410 mmu05412 mmu05414"
"P11688","mmu04145 mmu04151 mmu04510 mmu04512 mmu04640 mmu04810 mmu05100 mmu05133 mmu05205 mmu05206 mmu05410 mmu05412 mmu05414"
"Q61739","mmu04151 mmu04510 mmu04512 mmu04514 mmu04640 mmu04810 mmu05145 mmu05200 mmu05222 mmu05410 mmu05412 mmu05414"
"Q61738","mmu04151 mmu04510 mmu04512 mmu04810 mmu05410 mmu05412 mmu05414"
"A2ARA8","mmu04151 mmu04510 mmu04512 mmu04514 mmu04810 mmu05410 mmu05412 mmu05414"
"B8JK39","mmu04151 mmu04510 mmu04512 mmu04514 mmu04810 mmu05410 mmu05412 mmu05414"
"Q60677","mmu04810"
"P24063","mmu04015 mmu04514 mmu04650 mmu04670 mmu04810 mmu05144 mmu05150 mmu05166 mmu05169 mmu05323 mmu05416"
"P05555","mmu04015 mmu04145 mmu04514 mmu04640 mmu04670 mmu04810 mmu05133 mmu05134 mmu05140 mmu05146 mmu05150 mmu05152 mmu05202"
"P43406","mmu04145 mmu04151 mmu04510 mmu04512 mmu04514 mmu04810 mmu04919 mmu05200 mmu05205 mmu05222 mmu05410 mmu05412 mmu05414"
"Q9QXH4","mmu04810 mmu05152"
"P09055","mmu04015 mmu04145 mmu04151 mmu04360 mmu04510 mmu04512 mmu04514 mmu04611 mmu04670 mmu04810 mmu05100 mmu05133 mmu05140 mmu05145 mmu05200 mmu05205 mmu05222 mmu05410 mmu05412 mmu05414"
"P11835","mmu04015 mmu04145 mmu04390 mmu04514 mmu04650 mmu04670 mmu04810 mmu05133 mmu05134 mmu05140 mmu05144 mmu05146 mmu05150 mmu05152 mmu05166 mmu05323 mmu05416"
"Q3UV74","mmu04015 mmu04145 mmu04390 mmu04514 mmu04650 mmu04670 mmu04810 mmu05133 mmu05134 mmu05140 mmu05144 mmu05146 mmu05150 mmu05152 mmu05166 mmu05323 mmu05416"
"O54890","mmu04015 mmu04145 mmu04151 mmu04380 mmu04510 mmu04512 mmu04611 mmu04640 mmu04810 mmu04919 mmu05205 mmu05206 mmu05410 mmu05412 mmu05414"
"A2A863","mmu04151 mmu04510 mmu04512 mmu04810 mmu05410 mmu05412 mmu05414"
"O70309","mmu04145 mmu04151 mmu04510 mmu04512 mmu04810 mmu05205 mmu05410 mmu05412 mmu05414"
"Q9Z0T9","mmu04151 mmu04510 mmu04512 mmu04810 mmu05410 mmu05412 mmu05414"
"P26011","mmu04151 mmu04510 mmu04512 mmu04514 mmu04672 mmu04810 mmu05202 mmu05410 mmu05412 mmu05414"
"Q0VBD0","mmu04151 mmu04510 mmu04512 mmu04514 mmu04810 mmu05410 mmu05412 mmu05414"
"Q61711","mmu04151 mmu04510 mmu04512"
"O55222","mmu03320 mmu04510 mmu05100 mmu05213"
"Q3V0T4","mmu04810"
"P13597","mmu04064 mmu04514 mmu04650 mmu04668 mmu04670 mmu05143 mmu05144 mmu05150 mmu05164 mmu05166 mmu05169 mmu05323 mmu05416"
"P35330","mmu04514 mmu04650"
"P33896","mmu04060 mmu04151 mmu04380 mmu04620 mmu04630 mmu04650 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168"
"O35664","mmu04060 mmu04151 mmu04380 mmu04620 mmu04630 mmu04650 mmu05160 mmu05162 mmu05164 mmu05168"
"Q9R002","mmu04623"
"P01572","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"Q61716","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"Q80SS5","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"Q80SU4","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P01573","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P07351","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P07349","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P07350","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P06799","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P09235","mmu04060 mmu04151 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168 mmu05320"
"P01575","mmu04060 mmu04151 mmu04380 mmu04620 mmu04622 mmu04623 mmu04630 mmu04650 mmu05142 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05168"
"Q80ZF2","mmu04060 mmu04622 mmu04630"
"Q9ESY9","mmu04612"
"P15261","mmu04060 mmu04066 mmu04380 mmu04630 mmu04650 mmu05132 mmu05140 mmu05142 mmu05145 mmu05152 mmu05162 mmu05164 mmu05168 mmu05321"
