"Protein","x"
"Q8K1L0","mmu04022 mmu04024 mmu04151 mmu04152 mmu04261 mmu04668 mmu04725 mmu04728 mmu04911 mmu04915 mmu04918 mmu04922 mmu04925 mmu04931 mmu04962 mmu05016 mmu05030 mmu05031 mmu05034 mmu05161 mmu05203 mmu05215"
"P27699","mmu04261 mmu05166"
"P09803","mmu04015 mmu04390 mmu04514 mmu04520 mmu05100 mmu05200 mmu05213 mmu05216 mmu05218 mmu05219"
"P33146","mmu04514"
"P15116","mmu04514 mmu05412"
"P10287","mmu04514"
"P39038","mmu04514"
"P55284","mmu04514 mmu04670"
"P12658","mmu04961"
"Q60755","mmu04080 mmu04380"
"Q9R1W5","mmu04080 mmu04270"
"Q8VCF1","mmu00230 mmu00240"
"Q06138","mmu04150 mmu04152"
"Q9DB16","mmu04150 mmu04152"
"Q01815","mmu04010 mmu04020 mmu04022 mmu04024 mmu04260 mmu04261 mmu04270 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04911 mmu04912 mmu04921 mmu04924 mmu04925 mmu04930 mmu05010 mmu05031 mmu05410 mmu05412 mmu05414"
"Q99246","mmu04010 mmu04020 mmu04022 mmu04024 mmu04260 mmu04261 mmu04270 mmu04713 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04911 mmu04912 mmu04921 mmu04924 mmu04925 mmu04930 mmu04973 mmu05010 mmu05031 mmu05410 mmu05412 mmu05414"
"Q02789","mmu04010 mmu04020 mmu04022 mmu04024 mmu04260 mmu04261 mmu04270 mmu04723 mmu04725 mmu04726 mmu04727 mmu04911 mmu04912 mmu04921 mmu04924 mmu04925 mmu05010 mmu05410 mmu05412 mmu05414"
"O55017","mmu04010 mmu04020 mmu04721 mmu04723 mmu04725 mmu04726 mmu04727 mmu04728 mmu04930 mmu05032 mmu05033"
"P97445","mmu04010 mmu04020 mmu04721 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04730 mmu04742 mmu04930 mmu05032 mmu05033"
"Q61290","mmu04010 mmu04020 mmu04930"
"O88427","mmu04010 mmu04020 mmu04713 mmu04925"
"Q9JIS7","mmu04010 mmu04020 mmu04022 mmu04024 mmu04260 mmu04261 mmu04270 mmu04723 mmu04725 mmu04726 mmu04727 mmu04911 mmu04912 mmu04921 mmu04924 mmu04925 mmu05010 mmu05410 mmu05412 mmu05414"
"Q6PHS9","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q5RJF7","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"O08532","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q9Z1L5","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8R3Z5","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8CC27","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"P54285","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8R0S4","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"O70578","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"O88602","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q9JJV5","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q9JJV4","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8VHW4","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8VHW3","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"P62956","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8VHW2","mmu04010 mmu04260 mmu04261 mmu04921 mmu05410 mmu05412 mmu05414"
"Q8CGZ0","mmu03040"
"Q91VB2","mmu04921 mmu04925"
"Q91YS8","mmu04921 mmu04925"
"Q8BW96","mmu04921 mmu04925"
"P11798","mmu04012 mmu04020 mmu04024 mmu04066 mmu04114 mmu04261 mmu04310 mmu04713 mmu04720 mmu04722 mmu04725 mmu04728 mmu04740 mmu04750 mmu04911 mmu04912 mmu04916 mmu04921 mmu04922 mmu04925 mmu04971 mmu05031 mmu05152 mmu05205 mmu05214"
"Q923T9","mmu04012 mmu04020 mmu04024 mmu04066 mmu04114 mmu04261 mmu04310 mmu04713 mmu04720 mmu04722 mmu04725 mmu04728 mmu04740 mmu04750 mmu04911 mmu04912 mmu04916 mmu04921 mmu04922 mmu04925 mmu04971 mmu05031 mmu05152 mmu05205 mmu05214"
"P28652","mmu04012 mmu04020 mmu04024 mmu04066 mmu04114 mmu04261 mmu04310 mmu04713 mmu04720 mmu04722 mmu04725 mmu04728 mmu04740 mmu04750 mmu04911 mmu04912 mmu04916 mmu04921 mmu04922 mmu04925 mmu04971 mmu05031 mmu05152 mmu05205 mmu05214"
"Q6PHZ2","mmu04012 mmu04020 mmu04024 mmu04066 mmu04114 mmu04261 mmu04310 mmu04713 mmu04720 mmu04722 mmu04725 mmu04728 mmu04740 mmu04750 mmu04911 mmu04912 mmu04916 mmu04921 mmu04922 mmu04925 mmu04971 mmu05031 mmu05152 mmu05205 mmu05214"
"P08414","mmu04020 mmu04024 mmu04380 mmu04720 mmu04722 mmu04725 mmu04921 mmu04925 mmu05031 mmu05034"
"Q8VBY2","mmu04152 mmu04920 mmu04921 mmu05034"
"Q8C078","mmu04152 mmu04920 mmu04921 mmu05034"
"Q9CXW3","mmu04310"
"Q9DCA7","mmu04728"
"P0DP28","mmu04014 mmu04015 mmu04020 mmu04022 mmu04024 mmu04070 mmu04114 mmu04261 mmu04270 mmu04713 mmu04720 mmu04722 mmu04728 mmu04740 mmu04744 mmu04750 mmu04910 mmu04912 mmu04915 mmu04916 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu05010 mmu05031 mmu05034 mmu05133 mmu05152 mmu05214"
" P0DP27","mmu04014 mmu04015 mmu04020 mmu04022 mmu04024 mmu04070 mmu04114 mmu04261 mmu04270 mmu04713 mmu04720 mmu04722 mmu04728 mmu04740 mmu04744 mmu04750 mmu04910 mmu04912 mmu04915 mmu04916 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu05010 mmu05031 mmu05034 mmu05133 mmu05152 mmu05214"
" P0DP26","mmu04014 mmu04015 mmu04020 mmu04022 mmu04024 mmu04070 mmu04114 mmu04261 mmu04270 mmu04713 mmu04720 mmu04722 mmu04728 mmu04740 mmu04744 mmu04750 mmu04910 mmu04912 mmu04915 mmu04916 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu05010 mmu05031 mmu05034 mmu05133 mmu05152 mmu05214"
"Q9JM83","mmu04014 mmu04015 mmu04020 mmu04022 mmu04024 mmu04070 mmu04114 mmu04261 mmu04270 mmu04713 mmu04720 mmu04722 mmu04728 mmu04740 mmu04744 mmu04750 mmu04910 mmu04912 mmu04915 mmu04916 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu05010 mmu05031 mmu05034 mmu05133 mmu05152 mmu05214"
"Q9D6P8","mmu04014 mmu04015 mmu04020 mmu04022 mmu04024 mmu04070 mmu04114 mmu04261 mmu04270 mmu04713 mmu04720 mmu04722 mmu04728 mmu04740 mmu04744 mmu04750 mmu04910 mmu04912 mmu04915 mmu04916 mmu04921 mmu04922 mmu04924 mmu04925 mmu04970 mmu04971 mmu05010 mmu05031 mmu05034 mmu05133 mmu05152 mmu05214"
"Q3U2J5","mmu00310"
"P35564","mmu04141 mmu04145 mmu04612 mmu04918 mmu05166"
"O35350","mmu04141 mmu04210 mmu05010"
"O08529","mmu04141 mmu04210 mmu04510 mmu05010"
"P14211","mmu04141 mmu04145 mmu04612 mmu05142 mmu05166"
"Q8K3W3","mmu03013 mmu03015"
"P47746","mmu04015 mmu04080 mmu04723"
"P47936","mmu04080"
"P47753","mmu04144"
"P47754","mmu04144"
"P70190","mmu04144"
"P47757","mmu04144"
"Q8C196","mmu00220 mmu00250 mmu00910 mmu01100 mmu01200 mmu01230"
"B2RQC6","mmu00240 mmu00250 mmu01100"
"Q80V53","mmu00532"
"Q91XQ5","mmu00532"
"Q9QUP4","mmu00533"
"Q9EP78","mmu00532"
"O88199","mmu00532"
"Q9R1I1","mmu00533"
"Q9EQC0","mmu00533"
"Q9JME2","mmu00532"
"Q99LL3","mmu00532"
"Q80WV3","mmu00533"
"P13634","mmu00910"
"Q8CI85","mmu00910"
"Q9D6N1","mmu00910"
"Q9WVT6","mmu00910"
"Q99N23","mmu00910"
"P00920","mmu00910 mmu04964 mmu04966 mmu04971 mmu04972 mmu04976"
"P16015","mmu00910"
"Q64444","mmu00910 mmu04964"
"P23589","mmu00910"
"Q9QZA0","mmu00910"
"P18761","mmu00910"
"Q9ERQ8","mmu00910"
"P28651","mmu00910"
"Q8VHB5","mmu00910"
"P48758","mmu00590 mmu00980 mmu01100 mmu05204"
"P08074","mmu00590 mmu00980 mmu01100"
"Q8K354","mmu00590 mmu00980 mmu01100"
"Q64285","mmu00100 mmu00561 mmu01100 mmu04972 mmu04975"
"P23953","mmu00983 mmu01100"
"Q8VCT4","mmu00983 mmu01100"
"Q64176","mmu00983 mmu01100"
"Q8QZR3","mmu00983"
"Q91WG0","mmu00983"
"Q8BK48","mmu00983"
"Q8R1G2","mmu01100 mmu01130"
"Q7TPZ8","mmu04972 mmu04974"
"Q504N0","mmu04972 mmu04974"
"P15089","mmu04614 mmu04972 mmu04974"
"Q9JHH6","mmu04610 mmu04972 mmu04974"
"Q00493","mmu04940"
"Q80ZM8","mmu00564 mmu01100"
"Q60753","mmu04060 mmu04630"
"Q9QZM3","mmu04060"
"Q9DC50","mmu04146"
"P47934","mmu04146"
"P97742","mmu00071 mmu01212 mmu03320 mmu04152 mmu04920 mmu04922 mmu04931"
"Q924X2","mmu00071 mmu01212 mmu03320 mmu04152 mmu04920 mmu04922 mmu04931"
"Q8BGD5","mmu00071 mmu01212 mmu03320 mmu04152 mmu04920 mmu04922"
"P52825","mmu00071 mmu01212 mmu03320"
"Q8BUG2","mmu00330 mmu00340 mmu00410 mmu01100"
"Q6ZPS2","mmu00330 mmu00340 mmu00410"
"Q9R0G6","mmu04145 mmu04151 mmu04510 mmu04512 mmu05144"
"P10598","mmu04917"
"Q8BK63","mmu04310 mmu04340"
"Q9DC28","mmu04340 mmu04390 mmu04540 mmu04710"
"Q9JMK2","mmu04068 mmu04310 mmu04340 mmu04390 mmu04710"
"Q8BTH8","mmu04340"
"Q8BVP5","mmu04340"
"Q8C4X2","mmu04340"
"Q60737","mmu03008 mmu04064 mmu04310 mmu04520 mmu05162 mmu05168"
"O54833","mmu03008 mmu04064 mmu04310 mmu04520 mmu05162 mmu05168"
"P67871","mmu03008 mmu04064 mmu04310 mmu04520 mmu05162 mmu05168"
"P29452","mmu04621 mmu04623 mmu05014 mmu05132 mmu05133 mmu05134 mmu05164"
"O08736","mmu04141 mmu04210 mmu05010 mmu05014 mmu05020 mmu05161"
"P70677","mmu04010 mmu04115 mmu04210 mmu04650 mmu04668 mmu04726 mmu04932 mmu05010 mmu05012 mmu05014 mmu05016 mmu05133 mmu05134 mmu05145 mmu05146 mmu05152 mmu05161 mmu05168 mmu05200 mmu05203 mmu05205 mmu05206 mmu05210 mmu05416"
"O08738","mmu04210"
"P97864","mmu04210 mmu04668 mmu04932 mmu05010 mmu05133 mmu05134"
"O89110","mmu04115 mmu04210 mmu04620 mmu04621 mmu04622 mmu04668 mmu04932 mmu05010 mmu05016 mmu05134 mmu05142 mmu05145 mmu05152 mmu05161 mmu05168 mmu05200 mmu05203 mmu05416"
"Q8C3Q9","mmu04115 mmu04151 mmu04210 mmu04370 mmu04919 mmu05010 mmu05012 mmu05014 mmu05016 mmu05134 mmu05145 mmu05152 mmu05161 mmu05164 mmu05200 mmu05210 mmu05212 mmu05213 mmu05215 mmu05222 mmu05223 mmu05416"
"Q8CIS0","mmu04064 mmu04660 mmu04662"
"A2AIV8","mmu04621 mmu05152"
"P24270","mmu00380 mmu00630 mmu01130 mmu01200 mmu04068 mmu04146 mmu05014"
"O88587","mmu00140 mmu00350 mmu01100 mmu04728"
"P26231","mmu04390 mmu04520 mmu04670 mmu05100 mmu05200 mmu05213 mmu05412"
"Q61301","mmu04390 mmu04520 mmu04670 mmu05100 mmu05200 mmu05213 mmu05412"
"Q65CL1","mmu04390 mmu04520 mmu04670 mmu05100 mmu05200 mmu05213 mmu05412"
"Q02248","mmu04015 mmu04310 mmu04390 mmu04510 mmu04520 mmu04550 mmu04670 mmu04916 mmu04919 mmu05100 mmu05166 mmu05200 mmu05205 mmu05210 mmu05213 mmu05215 mmu05216 mmu05217 mmu05412"
"P30999","mmu04015 mmu04520 mmu04670"
"Q9JJN6","mmu04310"
"Q9CWL8","mmu03040"
"P51437","mmu04970 mmu05152"
"P16675","mmu04142 mmu04614"
"P10605","mmu04142 mmu04612 mmu04924"
"P97821","mmu04142"
"P18242","mmu04071 mmu04142 mmu05152"
"P70269","mmu04142"
"Q9R013","mmu04142"
"P28293","mmu04080 mmu04142 mmu04614 mmu05146 mmu05322"
"P49935","mmu04142"
"Q9R014","mmu04142"
"P55097","mmu04142 mmu04380 mmu04620 mmu05323"
"P06797","mmu04142 mmu04145 mmu04612 mmu05205 mmu05323"
"Q9JL96","mmu04142"
"Q8BM88","mmu04142"
"O70370","mmu04142 mmu04145 mmu04612 mmu05152"
"P56203","mmu04142"
"Q9WUU7","mmu04142"
"P49817","mmu04144 mmu04510 mmu05100 mmu05205 mmu05416"
"Q9WVC3","mmu04144 mmu04510 mmu05100 mmu05205"
"P51637","mmu04144 mmu04510 mmu05100 mmu05205"
"Q8R5M8","mmu04514"
"Q99N28","mmu04514"
"Q9JJ66","mmu04110 mmu04114 mmu04120 mmu05166 mmu05203"
"P48964","mmu04110 mmu04914 mmu05206"
"P30306","mmu04010 mmu04110 mmu04914 mmu05206"
"P48967","mmu04110 mmu04114 mmu04914 mmu05206"
"Q99JP4","mmu04110 mmu04114 mmu04120 mmu04914 mmu05166"
"A2A6Q5","mmu04110 mmu04114 mmu04120 mmu04914 mmu05166"
"Q8CFI2","mmu04120 mmu05168"
"Q61081","mmu04151"
"Q9DC48","mmu03040"
"P60766","mmu04010 mmu04014 mmu04015 mmu04062 mmu04144 mmu04360 mmu04370 mmu04510 mmu04520 mmu04530 mmu04660 mmu04666 mmu04670 mmu04722 mmu04810 mmu04912 mmu04932 mmu05100 mmu05132 mmu05200 mmu05203 mmu05205 mmu05211 mmu05212"
"Q9Z1X9","mmu04110"
"Q6A068","mmu03040"
"O89033","mmu04110"
"Q9Z0H0","mmu04110"
"Q9CPY3","mmu05206"
"Q9R1K9","mmu03420"
"Q8K4Q7","mmu00600"
"P27545","mmu00600 mmu01100 mmu04071"
"Q924Z4","mmu00600 mmu01100 mmu04071"
"Q1A3B0","mmu00600 mmu01100 mmu04071"
"Q9D6J1","mmu00600 mmu01100 mmu04071"
"Q9D6K9","mmu00600 mmu01100 mmu04071"
"Q8C172","mmu00600 mmu01100 mmu04071"
"O55233","mmu04310"
"Q61124","mmu04142"
"Q3UMW8","mmu04142"
"Q61147","mmu00860"
"Q921W0","mmu04144"
"Q99LU0","mmu04144"
"Q9DB34","mmu04144"
"Q8BJF9","mmu04144"
"Q9CQ10","mmu04144"
"Q9D8B3","mmu04144"
"Q9D7F7","mmu04144"
"Q9D7S9","mmu04144"
"P0C0A3","mmu04144"
"Q8R1T1","mmu04144"
"O35280","mmu04110 mmu04115 mmu05166 mmu05203"
"Q9Z265","mmu04110 mmu04115 mmu05166"
"P47993","mmu04060 mmu04062"
"Q9R0M1","mmu04060 mmu04062"
"P10146","mmu04060 mmu04062"
"P48298","mmu04060 mmu04062 mmu05310"
"Q62401","mmu04060 mmu04062 mmu04621 mmu04668 mmu05142 mmu05144 mmu05164 mmu05168 mmu05323"
"O70460","mmu04060 mmu04062 mmu04064"
"P10148","mmu04060 mmu04062 mmu04621 mmu04668 mmu05142 mmu05144 mmu05164 mmu05168 mmu05323"
"O89093","mmu04060 mmu04062 mmu04668 mmu05323"
"P84444","mmu04060 mmu04062 mmu04064"
"P86793","mmu04060 mmu04062 mmu04064"
" P86792","mmu04060 mmu04062 mmu04064"
"O88430","mmu04060 mmu04062"
"Q9JKC0","mmu04060 mmu04062"
"O35903","mmu04060 mmu04062 mmu04672"
"Q9Z1X0","mmu04060 mmu04062"
"Q9JIL2","mmu04060 mmu04062 mmu04672"
"P10855","mmu04060 mmu04062 mmu04620 mmu05132 mmu05142 mmu05323"
"P14097","mmu04060 mmu04062 mmu04064 mmu04620 mmu04623 mmu05132"
"P30882","mmu04060 mmu04062 mmu04620 mmu04621 mmu04623 mmu04668 mmu05020 mmu05142 mmu05164 mmu05168 mmu05323"
"P27784","mmu04060 mmu04062"
"Q03366","mmu04060 mmu04062"
"Q9Z121","mmu04060 mmu04062"
"P51670","mmu04060 mmu04062"
"P51675","mmu04060 mmu04062"
"P51676","mmu04060 mmu04062"
"Q9JL21","mmu04060 mmu04062 mmu04672"
"P51683","mmu04060 mmu04062"
"P51678","mmu04060 mmu04062 mmu05203"
"P51680","mmu04060 mmu04062 mmu05203"
"P51682","mmu04060 mmu04062 mmu04144 mmu05145 mmu05203"
"O54689","mmu04060 mmu04062"
"P47774","mmu04060 mmu04062"
"P56484","mmu04060 mmu04062 mmu05203"
"Q9WUT7","mmu04060 mmu04062 mmu04672"
"P12850","mmu04060 mmu04062 mmu04621 mmu04668 mmu05132 mmu05134"
"P17515","mmu04060 mmu04062 mmu04620 mmu04622 mmu04623 mmu04668 mmu05164"
"Q9JHH5","mmu04060 mmu04062 mmu04620"
"P40224","mmu04060 mmu04062 mmu04064 mmu04360 mmu04670 mmu04672 mmu05200 mmu05323"
"O55038","mmu04060 mmu04062"
"Q9WUQ5","mmu04060 mmu04062"
"Q9WVL7","mmu04060 mmu04062"
"Q8BSU2","mmu04060 mmu04062"
"P10889","mmu04060 mmu04062 mmu04621 mmu04668 mmu05132 mmu05134"
"Q6W5C0","mmu04062 mmu04668 mmu05132 mmu05134"
"P50228","mmu04060 mmu04062 mmu05133 mmu05323"
"P18340","mmu04060 mmu04062 mmu04620"
"Q810W6","mmu04060 mmu04062 mmu04144"
"P35343","mmu04060 mmu04062 mmu04144"
"O88410","mmu04060 mmu04062"
"P70658","mmu04060 mmu04062 mmu04144 mmu04360 mmu04670 mmu04672 mmu05200"
"Q04683","mmu04060 mmu04062"
"Q9EQ16","mmu04060 mmu04062"
"O35188","mmu04060 mmu04062 mmu04668"
"Q9Z0D9","mmu04060 mmu04062"
"Q9D7Q1","mmu00520"
"Q91XA9","mmu00520"
"Q9D7Z6","mmu04924 mmu04972"
"Q8BG22","mmu04924 mmu04972"
"Q9QX15","mmu04924 mmu04972"
"Q6Q473","mmu04924 mmu04972"
"Q61189","mmu03013"
"Q9R0A1","mmu04978"
"Q9WUB6","mmu04966"
"O08786","mmu04020 mmu04080 mmu04911 mmu04972"
"P56481","mmu04020 mmu04080 mmu04971"
"Q9Z0F5","mmu00120"
"Q03059","mmu00564 mmu04725"
"Q8BJ64","mmu00260 mmu01100"
"O54804","mmu00564 mmu01100 mmu05231"
"O55229","mmu00564 mmu01100 mmu05231"
"Q8C025","mmu00564 mmu00565 mmu01100 mmu05231"
"Q8BGS7","mmu00564 mmu00565 mmu01100"
"P12657","mmu04020 mmu04024 mmu04080 mmu04151 mmu04725 mmu04810"
"Q9ERZ4","mmu04020 mmu04024 mmu04080 mmu04151 mmu04725 mmu04810"
"Q9ERZ3","mmu04020 mmu04080 mmu04725 mmu04810 mmu04911 mmu04970 mmu04971 mmu04972"
"P32211","mmu04080 mmu04725 mmu04810"
"Q920H4","mmu04020 mmu04080 mmu04725 mmu04810"
"P04756","mmu04080"
"Q91X60","mmu04080"
"Q8R4G9","mmu04080 mmu04725"
"O70174","mmu04080 mmu04725 mmu05033"
"Q2MKA5","mmu04080"
"Q9R0W9","mmu04080 mmu04725 mmu05033"
"P49582","mmu04020 mmu04080 mmu04725 mmu05033 mmu05204"
"P09690","mmu04080"
"Q9ERK7","mmu04080 mmu04725 mmu05033"
"Q8BMN3","mmu04080"
"Q8R493","mmu04080 mmu04725"
"P02716","mmu04080"
"P20782","mmu04080"
"P04760","mmu04080"
"O55226","mmu04151 mmu04510 mmu04512"
"Q6IQX7","mmu00532 mmu01100"
"Q8BJQ9","mmu00532 mmu01100"
"Q8C1F4","mmu00532 mmu01100"
"Q6ZQ11","mmu00532 mmu01100"
"Q5DTK1","mmu00532 mmu01100"
"Q9Z0E2","mmu04350"
"Q6PDQ2","mmu05203"
"Q09XV5","mmu04310"
"P21844","mmu04614"
"P05208","mmu04972 mmu04974"
"Q9CQ52","mmu04972 mmu04974"
"O88507","mmu04060 mmu04630"
"P51642","mmu04060 mmu04630"
"P59242","mmu04530"
"O08785","mmu04710 mmu04728 mmu05168"
"Q8R2N2","mmu03008"
"Q9CZU6","mmu00020 mmu00630 mmu01100 mmu01130 mmu01200 mmu01210 mmu01230"
"P79621","mmu04612 mmu05145 mmu05152 mmu05164 mmu05340"
"Q68FD5","mmu04142 mmu04144 mmu04721 mmu04961 mmu05016 mmu05100"
"O08585","mmu04142 mmu04144 mmu04721 mmu04961 mmu05016 mmu05100"
"Q6IRU5","mmu04142 mmu04144 mmu04721 mmu04961 mmu05016 mmu05100"
"O88551","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0S6","mmu04514 mmu04530 mmu04670 mmu05160"
"Q60771","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0S4","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0S3","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0S5","mmu04514 mmu04530 mmu04670 mmu05160"
"Q925N4","mmu04514 mmu04530 mmu04670 mmu05160"
"Q8BXA6","mmu04514 mmu04530 mmu04670 mmu05160"
"P56857","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9ET38","mmu04514 mmu04530 mmu04670 mmu05160"
"O88552","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9D7U6","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9D7D7","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0G9","mmu04514 mmu04530 mmu04670 mmu05160"
"O35054","mmu04514 mmu04530 mmu04670 mmu05160"
"O54942","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z262","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z261","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z260","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9Z0S7","mmu04514 mmu04530 mmu04670 mmu05160"
"Q9EPU4","mmu03015"
"O35218","mmu03015"
"Q8BQZ5","mmu03015 mmu05164"
"Q6NVF9","mmu03015"
"Q8BTV2","mmu03015"
"Q9QXK7","mmu03015"
"Q8BIQ5","mmu03015"
"Q8C7E9","mmu03015"
"Q99LC2","mmu03015"
"Q99LI7","mmu03015"
"P30558","mmu04015 mmu04020 mmu04024 mmu04080 mmu04151 mmu04610 mmu04611 mmu04810 mmu05200"
"P55086","mmu04080 mmu04750 mmu05143"
"O08675","mmu04080"
"O88634","mmu04015 mmu04080 mmu04611 mmu05200"
"P19221","mmu04080 mmu04610 mmu04810"
"P20352","mmu04610"
"P16294","mmu04610"
"O88783","mmu04610"
"P70375","mmu04610"
"Q06194","mmu04610"
"O88947","mmu04610"
"Q91Y47","mmu04610"
"Q80YC5","mmu04610"
"Q8BH61","mmu04610"
"Q07968","mmu04610"
"Q66JT7","mmu00130 mmu01100"
"Q8BMS4","mmu00130 mmu01100"
"Q9CXI0","mmu00130 mmu01100"
"Q8R1S0","mmu00130 mmu01100"
"P18760","mmu04360 mmu04666 mmu04810 mmu05133"
"P45591","mmu04360 mmu04666 mmu04810 mmu05133"
"Q8R344","mmu03040"
"Q9CR27","mmu04144"
"D3YZP9","mmu05200 mmu05216"
"Q9CQC2","mmu04975"
"Q8K297","mmu00310 mmu00514"
"Q6NVG7","mmu00310 mmu00514"
"P11087","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146 mmu05205"
"Q01149","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146 mmu05205"
"P28481","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"P08121","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"P02463","mmu04151 mmu04510 mmu04512 mmu04974 mmu05146 mmu05200 mmu05222"
"P08122","mmu04151 mmu04510 mmu04512 mmu04974 mmu05146 mmu05200 mmu05222"
"Q9QZS0","mmu04151 mmu04510 mmu04512 mmu04974 mmu05146 mmu05200 mmu05222"
"Q9QZR9","mmu04151 mmu04510 mmu04512 mmu04974 mmu05146 mmu05200 mmu05222"
"Q05722","mmu04974"
"Q07643","mmu04974"
"O88207","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q3U962","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q04857","mmu04151 mmu04510 mmu04512 mmu04974"
"Q02788","mmu04151 mmu04510 mmu04512 mmu04974"
"A2AX52","mmu04151 mmu04510 mmu04512 mmu04974"
"A6H584","mmu04151 mmu04510 mmu04512 mmu04974"
"Q8C6K9","mmu04151 mmu04510 mmu04512 mmu04974"
"Q63870","mmu04974"
"Q05306","mmu04974"
"Q61245","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q64739","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q60847","mmu04974"
"Q9R1N9","mmu04974"
"Q80X19","mmu04974"
"O35206","mmu04974"
"Q07563","mmu04974"
"P39061","mmu04974"
"Q30D77","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q5QNQ9","mmu04151 mmu04510 mmu04512 mmu04611 mmu04974 mmu05146"
"Q3SXB8","mmu04145"
"Q8K4Q8","mmu04145"
"P07141","mmu04014 mmu04015 mmu04060 mmu04151 mmu04380 mmu04640 mmu04668 mmu05323"
"P09581","mmu04014 mmu04015 mmu04060 mmu04151 mmu04380 mmu04640 mmu05200 mmu05202"
"P01587","mmu04060 mmu04630 mmu04640 mmu04650 mmu04660 mmu04664 mmu04668 mmu05132 mmu05146 mmu05166 mmu05202 mmu05323"
"Q00941","mmu04060 mmu04630 mmu04640 mmu05200"
"P26954","mmu04060 mmu04210 mmu04630"
"P26955","mmu04060 mmu04210 mmu04630"
"P09920","mmu04060 mmu04151 mmu04630 mmu04640 mmu05144"
"P40223","mmu04060 mmu04151 mmu04630 mmu04640 mmu05200"
"O35658","mmu05168"
"Q02105","mmu04610 mmu05020 mmu05133 mmu05142 mmu05150 mmu05322"
"P98086","mmu04610 mmu05020 mmu05133 mmu05142 mmu05150 mmu05322"
"P14106","mmu04610 mmu05020 mmu05133 mmu05142 mmu05150 mmu05322"
"Q8CG16","mmu04145 mmu04610 mmu05133 mmu05150 mmu05322"
"Q8CG14","mmu04610 mmu05133 mmu05150 mmu05322"
"Q8CFG8","mmu04610 mmu05133 mmu05150 mmu05322"
"P21180","mmu04610 mmu05133 mmu05150 mmu05322"
"P01027","mmu04145 mmu04610 mmu05133 mmu05134 mmu05140 mmu05142 mmu05150 mmu05152 mmu05168 mmu05203 mmu05322"
"O09047","mmu04080 mmu04610 mmu05150"
"P08607","mmu04610 mmu05133"
