Protein,x
P08069,hsa04014 hsa04015 hsa04066 hsa04068 hsa04114 hsa04144 hsa04151 hsa04152 hsa04510 hsa04520 hsa04550 hsa04730 hsa04913 hsa04914 hsa05200 hsa05202 hsa05205 hsa05214 hsa05215 hsa05218
P05019,hsa04014 hsa04015 hsa04066 hsa04068 hsa04114 hsa04115 hsa04150 hsa04151 hsa04152 hsa04510 hsa04550 hsa04730 hsa04750 hsa04913 hsa04914 hsa04960 hsa05200 hsa05202 hsa05205 hsa05214 hsa05215 hsa05218 hsa05410 hsa05414
Q9NZI8,hsa05206
Q9Y6M1,
O00425,
P11717,hsa04142 hsa04144
P01344,hsa05205
P08833,
P18065,
P17936,hsa04115 hsa05202
P22692,
P24593,
P24592,
Q16270,
Q8WX77,
P14616,hsa04810 hsa05215
P35568,hsa04022 hsa04068 hsa04150 hsa04151 hsa04152 hsa04722 hsa04910 hsa04920 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa05206
Q9Y4H2,hsa04022 hsa04068 hsa04152 hsa04910 hsa04920 hsa04923 hsa04930 hsa04931 hsa04932 hsa05206
P06213,hsa04014 hsa04015 hsa04022 hsa04066 hsa04068 hsa04151 hsa04152 hsa04520 hsa04910 hsa04913 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960
P01308,hsa04014 hsa04015 hsa04022 hsa04066 hsa04068 hsa04114 hsa04140 hsa04150 hsa04151 hsa04152 hsa04810 hsa04910 hsa04911 hsa04913 hsa04914 hsa04917 hsa04923 hsa04930 hsa04931 hsa04932 hsa04940 hsa04950 hsa04960 hsa05215
O43736,
Q9Y287,
Q9NQX7,
Q8N201,
Q9NVR2,
Q96CB8,
Q9H0H0,
Q68E01,
Q96HW7,
Q6P9B9,
Q5JSJ4,
Q9UL03,
Q9NVH2,
Q75QN2,
Q9NV88,
Q8TB96,
Q969R8,
P21815,hsa04151 hsa04510 hsa04512
Q13418,hsa03320 hsa04510 hsa05100 hsa05213
P56199,hsa04151 hsa04510 hsa04512 hsa04640 hsa04810 hsa05410 hsa05412 hsa05414
O75578,hsa04151 hsa04510 hsa04512 hsa04810 hsa05410 hsa05412 hsa05414
Q9UKX5,hsa04151 hsa04510 hsa04512 hsa04810 hsa05410 hsa05412 hsa05414
P26006,hsa04151 hsa04510 hsa04512 hsa04640 hsa04810 hsa05200 hsa05222 hsa05410 hsa05412 hsa05414
P13612,hsa04151 hsa04510 hsa04512 hsa04514 hsa04640 hsa04670 hsa04672 hsa04810 hsa05140 hsa05410 hsa05412 hsa05414
P08648,hsa04145 hsa04151 hsa04510 hsa04512 hsa04640 hsa04810 hsa05100 hsa05131 hsa05133 hsa05205 hsa05206 hsa05410 hsa05412 hsa05414
Q13683,hsa04151 hsa04510 hsa04512 hsa04810 hsa05410 hsa05412 hsa05414
P53708,hsa04151 hsa04510 hsa04512 hsa04514 hsa04810 hsa05410 hsa05412 hsa05414
Q13797,hsa04151 hsa04510 hsa04512 hsa04514 hsa04810 hsa05410 hsa05412 hsa05414
Q13349,hsa04810
P38570,hsa04810
P20701,hsa04015 hsa04514 hsa04650 hsa04670 hsa04810 hsa05144 hsa05150 hsa05166 hsa05169 hsa05323 hsa05416
P11215,hsa04015 hsa04145 hsa04514 hsa04640 hsa04670 hsa04810 hsa05133 hsa05134 hsa05140 hsa05146 hsa05150 hsa05152 hsa05202
P06756,hsa04145 hsa04151 hsa04510 hsa04512 hsa04514 hsa04810 hsa04919 hsa05200 hsa05205 hsa05222 hsa05410 hsa05412 hsa05414
P20702,hsa04810 hsa05152
O14713,
Q9UKP3,
P05556,hsa04015 hsa04145 hsa04151 hsa04360 hsa04510 hsa04512 hsa04514 hsa04611 hsa04670 hsa04810 hsa05100 hsa05130 hsa05131 hsa05133 hsa05140 hsa05145 hsa05200 hsa05205 hsa05222 hsa05410 hsa05412 hsa05414
P05107,hsa04015 hsa04145 hsa04390 hsa04514 hsa04650 hsa04670 hsa04810 hsa05133 hsa05134 hsa05140 hsa05144 hsa05146 hsa05150 hsa05152 hsa05166 hsa05323 hsa05416
Q13352,
P18084,hsa04145 hsa04151 hsa04510 hsa04512 hsa04810 hsa05205 hsa05410 hsa05412 hsa05414
P18564,hsa04151 hsa04510 hsa04512 hsa04810 hsa05410 hsa05412 hsa05414
P26010,hsa04151 hsa04510 hsa04512 hsa04514 hsa04672 hsa04810 hsa05202 hsa05410 hsa05412 hsa05414
P26012,hsa04151 hsa04510 hsa04512 hsa04514 hsa04810 hsa05410 hsa05412 hsa05414
O95965,
Q8WWA0,
Q8WWU7,
P19827,
P19823,
Q06033,
Q14624,
Q86UX2,
Q6UXX5,
Q8WWN9,
Q9Y2F5,
Q659A1,
P05362,hsa04064 hsa04514 hsa04650 hsa04668 hsa04670 hsa05143 hsa05144 hsa05150 hsa05164 hsa05166 hsa05169 hsa05323 hsa05416
P13598,hsa04514 hsa04650
P32942,hsa04514
Q14773,
Q9UMF0,
P01562,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01566,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01570,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P05015,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01571,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01563,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01568,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P05014,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01569,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P05013,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P01567,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P32881,hsa04060 hsa04151 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05320
P17181,hsa04060 hsa04151 hsa04380 hsa04620 hsa04630 hsa04650 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168
P48551,hsa04060 hsa04151 hsa04380 hsa04620 hsa04630 hsa04650 hsa05160 hsa05162 hsa05164 hsa05168
Q96BM0,
Q9H2X8,
P40305,
P09912,
P01574,hsa04060 hsa04151 hsa04380 hsa04620 hsa04622 hsa04623 hsa04630 hsa04650 hsa05142 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168
Q86WN2,hsa04060 hsa04622 hsa04630
Q16666,
P15260,hsa04060 hsa04066 hsa04380 hsa04630 hsa04650 hsa05132 hsa05140 hsa05142 hsa05145 hsa05152 hsa05162 hsa05164 hsa05168 hsa05321
P38484,hsa04060 hsa04066 hsa04380 hsa04630 hsa04650 hsa05132 hsa05140 hsa05142 hsa05145 hsa05152 hsa05162 hsa05164 hsa05168 hsa05321
P01579,hsa03050 hsa04060 hsa04066 hsa04350 hsa04380 hsa04612 hsa04630 hsa04650 hsa04660 hsa04940 hsa05132 hsa05140 hsa05142 hsa05143 hsa05144 hsa05145 hsa05146 hsa05152 hsa05162 hsa05164 hsa05168 hsa05321 hsa05322 hsa05323 hsa05330 hsa05332
P80217,
Q53G44,
Q8TCB0,
P09914,hsa05160 hsa05168
Q5T764,hsa05160 hsa05168
P09913,
O14879,
Q13325,
P13164,
A6NMD0,
Q01629,
Q01628,
A6NNB3,
Q9BYX4,hsa04622 hsa05161 hsa05162 hsa05164 hsa05168
Q9P0W0,hsa04060 hsa04622 hsa04630
Q8IU54,hsa04060 hsa04630
Q8IZJ0,hsa04060 hsa04630
Q8IZI9,hsa04060 hsa04630
K9M1U5,
Q8IU57,hsa04060 hsa04630
P05000,hsa04060 hsa04622 hsa04630
P10914,hsa04917 hsa05133 hsa05160
Q8IU81,
Q7Z5L9,
Q9H1B7,
P14316,
Q14653,hsa04620 hsa04622 hsa04623 hsa05133 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05169 hsa05203
Q15306,
Q13568,hsa04620
O14896,
Q92985,hsa04620 hsa04622 hsa04623 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05203
Q02556,hsa05133
Q00978,hsa04380 hsa04630 hsa05160 hsa05162 hsa05164 hsa05168 hsa05203
O00458,
Q12894,
Q9H9L3,
Q96AZ6,
P01583,hsa04010 hsa04060 hsa04380 hsa04640 hsa04932 hsa04940 hsa05020 hsa05132 hsa05133 hsa05140 hsa05152 hsa05162 hsa05164 hsa05321 hsa05323 hsa05332
P01584,hsa04010 hsa04060 hsa04064 hsa04380 hsa04620 hsa04621 hsa04623 hsa04640 hsa04668 hsa04750 hsa04932 hsa04940 hsa05010 hsa05020 hsa05132 hsa05133 hsa05134 hsa05140 hsa05142 hsa05143 hsa05144 hsa05146 hsa05152 hsa05162 hsa05164 hsa05168 hsa05321 hsa05323 hsa05332
Q8WWZ1,
Q9NZN1,
Q9NP60,
Q9NPH3,hsa04060 hsa04750
P18510,
Q5VVH5,
P51617,hsa04064 hsa04620 hsa04722 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05162 hsa05169
O43187,hsa04722 hsa05152
Q9Y616,hsa04722
Q9NWZ3,hsa04064 hsa04620 hsa04722 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05162 hsa05164
Q01638,
Q9HB29,
P14778,hsa04010 hsa04060 hsa04064 hsa04380 hsa04640 hsa04750 hsa05146 hsa05166
P27930,hsa04060 hsa04640 hsa05146 hsa05166 hsa05202
Q13651,hsa04060 hsa04630 hsa05145 hsa05152
Q08334,hsa04060 hsa04630 hsa05145 hsa05152
P22301,hsa04060 hsa04068 hsa04630 hsa04660 hsa04672 hsa05133 hsa05140 hsa05142 hsa05143 hsa05144 hsa05145 hsa05146 hsa05150 hsa05152 hsa05310 hsa05320 hsa05321 hsa05322 hsa05330
Q14626,hsa04060 hsa04630 hsa04640
P20809,hsa04060 hsa04630 hsa04640 hsa05323
P42701,hsa04060 hsa04630 hsa05321
Q99665,hsa04060 hsa04630 hsa05321
P29459,hsa04060 hsa04620 hsa04622 hsa04630 hsa04940 hsa05133 hsa05134 hsa05140 hsa05142 hsa05143 hsa05144 hsa05145 hsa05146 hsa05152 hsa05162 hsa05164 hsa05168 hsa05321 hsa05330
P29460,hsa04060 hsa04620 hsa04622 hsa04630 hsa04940 hsa05133 hsa05134 hsa05140 hsa05142 hsa05143 hsa05145 hsa05146 hsa05152 hsa05162 hsa05164 hsa05168 hsa05205 hsa05321 hsa05330
P78552,hsa04060 hsa04630
Q14627,hsa04630
P35225,hsa04060 hsa04630 hsa04664 hsa05162 hsa05310 hsa05321
Q13261,hsa04060 hsa04630 hsa04672 hsa05166
P40933,hsa04060 hsa04630 hsa04668 hsa04672 hsa05166 hsa05168 hsa05323
Q14005,
Q96F46,hsa04060
Q9NRM6,hsa04060
Q8NAC3,
Q8NFM7,
Q6ZVW7,
Q8NFR9,
Q16552,hsa04060 hsa05321 hsa05323
Q9UHF5,hsa04060
Q9P0M4,
Q8TAD2,
Q96PD4,hsa05321
O95998,
Q13478,hsa04060 hsa04668 hsa05321
O95256,hsa04060 hsa05321
Q14116,hsa04060 hsa04621 hsa04623 hsa05132 hsa05134 hsa05143 hsa05144 hsa05152 hsa05164 hsa05321 hsa05323
Q9UHD0,hsa04060 hsa04630
P01589,hsa04060 hsa04144 hsa04151 hsa04630 hsa04640 hsa05162 hsa05166
P14784,hsa04060 hsa04144 hsa04151 hsa04630 hsa05162 hsa05166 hsa05202
P31785,hsa04060 hsa04144 hsa04151 hsa04630 hsa05162 hsa05166 hsa05321 hsa05340
P60568,hsa04060 hsa04151 hsa04630 hsa04660 hsa04672 hsa04940 hsa05142 hsa05162 hsa05166 hsa05320 hsa05321 hsa05330 hsa05332
Q9UHF4,hsa04060 hsa04630
Q6UXL0,hsa04060 hsa04630
Q9NYY1,hsa04060 hsa04630
Q9HBE5,hsa04060 hsa04630 hsa05321
Q9HBE4,hsa04060 hsa04630 hsa05321
Q8N6P7,hsa04060 hsa04630
Q969J5,hsa04630
Q9GZX6,hsa04060 hsa04630 hsa05321
Q5VWK5,hsa04060 hsa04630 hsa05321
Q9NPF7,hsa04060 hsa04630 hsa05133 hsa05152 hsa05321 hsa05323
Q13007,hsa04060 hsa04630
Q9H293,hsa04060
Q9NPH9,hsa04060
Q6UWB1,
Q8NEV9,
P26951,hsa04060 hsa04151 hsa04210 hsa04630 hsa04640
P08700,hsa04060 hsa04151 hsa04210 hsa04630 hsa04640 hsa04664 hsa05202 hsa05310
Q8NI17,
Q6EBC2,
P24001,
O95760,hsa04623 hsa05164
Q6ZMJ4,
Q9UBH0,
Q9UHA7,
Q9NZH7,
Q9NZH8,
Q9NZH6,
Q96RQ9,hsa00250 hsa00270 hsa00280 hsa00350 hsa00360 hsa00380 hsa00400 hsa01100
P24394,hsa04060 hsa04151 hsa04630 hsa04640 hsa05321
P05112,hsa04060 hsa04151 hsa04630 hsa04640 hsa04660 hsa04664 hsa04672 hsa05140 hsa05162 hsa05310 hsa05320 hsa05321 hsa05330
Q01344,hsa04060 hsa04630 hsa04640
P05113,hsa04060 hsa04630 hsa04640 hsa04660 hsa04664 hsa04672 hsa05310 hsa05320 hsa05321 hsa05330
P08887,hsa04060 hsa04066 hsa04151 hsa04630 hsa04640 hsa04932
P40189,hsa04060 hsa04550 hsa04630 hsa05203
P05231,hsa04060 hsa04066 hsa04068 hsa04151 hsa04620 hsa04621 hsa04623 hsa04630 hsa04640 hsa04668 hsa04672 hsa04931 hsa04932 hsa05020 hsa05132 hsa05133 hsa05134 hsa05142 hsa05143 hsa05144 hsa05146 hsa05152 hsa05161 hsa05162 hsa05164 hsa05166 hsa05168 hsa05200 hsa05202 hsa05321 hsa05323 hsa05332 hsa05410
P16871,hsa04060 hsa04068 hsa04151 hsa04630 hsa04640 hsa05340
P13232,hsa04060 hsa04151 hsa04630 hsa04640
Q01113,hsa04060 hsa04630 hsa04640
P15248,hsa04060 hsa04630 hsa05310
Q12905,
Q12906,
Q0D2I5,
Q5TF58,
Q16352,
Q17R60,
Q9BZV3,
Q15811,
Q9NZM3,
Q9UPZ9,
Q2M1V0,
Q9Y573,
Q9HBG6,
Q96RY7,
Q9UG01,
Q8IY31,
Q9H7X7,
Q9BW83,
Q96FT9,
Q9NQC8,
Q9Y366,
Q9NWB7,hsa05016
Q96LB3,
Q9P2H3,
Q8WYA0,
Q13099,
Q9ULD6,
Q9Y283,
Q27J81,
P07476,
Q6PHW0,hsa04918
P48200,
Q9BUE6,
Q86U28,
Q9H1K1,
P78414,
Q9BZI1,
P78415,
P78413,
P78411,
P78412,
P10997,hsa04950
Q8NDH6,
Q05084,
Q2TAA2,
Q96CN7,
Q96AB3,
O75874,hsa00020 hsa00480 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230 hsa04146
P50213,hsa00020 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230
O43837,hsa00020 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230
P51553,hsa00020 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230
Q9NSE4,hsa00970
Q13907,hsa00900 hsa01100 hsa01130
Q9BXS1,hsa00900 hsa01100 hsa01130
A4D126,
O60725,hsa00900 hsa01130
P26440,hsa00280 hsa01100
B1AKI9,
Q6H9L7,
Q96J02,hsa04120 hsa04144 hsa04668 hsa04932
Q8IYV9,
Q6IE81,
Q9NQC1,
Q92613,
P78504,hsa04330 hsa04668
Q9Y219,hsa04330
Q8N5M9,
Q96N16,
Q96AA8,
P01591,
Q92833,hsa04550
Q15652,hsa05202
Q9H9V9,
P0C870,
Q96S16,
O76095,
Q86YT9,
Q8N9B5,
P14923,hsa05200 hsa05202 hsa05221 hsa05412
P57087,hsa04514 hsa04530 hsa04670 hsa05120
Q9BX67,hsa04514 hsa04530 hsa04670 hsa05120
Q96MG2,
Q9HDC5,
Q9BR39,
Q8WXH2,
Q96JJ6,
O60229,
P06870,hsa04614 hsa04961
P03952,hsa04610
Q107X0,
O43240,
Q9UBX7,
Q9UKR0,
Q9UKR3,
Q9P0G3,
Q9H2R5,
P20151,hsa04614 hsa04961
P07288,hsa05200 hsa05215
Q9Y5K2,
Q9Y337,
Q92876,
P49862,
O60259,
Q9UKQ9,
Q9Y664,
P52294,hsa05164
P52292,hsa05164
O00505,
O00629,
O15131,
O60684,
A9QM74,
Q14974,hsa03013
Q9BW62,
Q8IYT4,
O75449,
Q9H079,
Q9BVA0,
Q674X7,
Q8N7A1,
Q6PID8,
Q9Y2U9,
Q9BQ90,
Q8TBB5,
Q5VTJ3,
Q96G42,
Q8IYD2,
Q8IXV7,
Q8NEP7,
Q14145,hsa04120
Q9NR64,
Q6JEL2,
Q9NVR0,
Q53G59,
Q9P2N7,hsa04120
Q9P2G3,
Q96M94,
Q6TDP4,
O94889,
O95198,
Q9Y2M5,
Q9UJP4,
Q53GT1,
Q8NBE8,
Q6TFL4,
Q9H0H3,
Q53HC5,
Q9NXS3,
Q96CT2,
Q9UH77,
Q0D2K2,
Q9H511,
Q96NJ5,
A6NCF5,
Q8N239,
Q6PF15,
Q8N4N3,
Q2WGJ6,
Q9C0H6,
Q2TBA0,
O60662,
Q9P2K6,
Q96PQ7,
Q8WZ60,
Q8IXQ5,
Q9P2G9,
Q9P2J3,hsa04120
O94819,
Q3ZCT8,
C9JR72,
Q8IY47,
Q8NAB2,
Q9NVX7,
Q86V97,
Q8WVZ9,
Q8NFY9,
P04264,
P13645,
Q99456,
P13646,
P02533,
Q6ZRU5,
P35908,
P35900,
Q8N1A0,
Q9C075,
Q2M2I5,
Q7Z3Z0,
Q7Z3Y9,
Q7Z3Y8,
Q7Z3Y7,
P12035,
Q15323,
Q14532,
O76009,
Q14525,
O76011,
Q92764,
O76013,
O76014,
O76015,
Q6A163,
P19013,
Q6A162,
P13647,
P02538,
P04259,
P48668,
P08729,
Q3SY84,
Q14CN4,
Q86Y46,
Q7RTS7,
O95678,
Q01546,
Q7Z794,
Q8N1N4,
Q5XKE5,
P05787,
Q6KB66,
Q14533,
Q9NSB4,
P78385,
Q9NSB2,
P78386,
O43790,
A6NCN2,
Q07627,
Q8IUG1,
P0C5Y4,
Q9BYS1,
P60331,
P60014,
P60412,
P60413,
P60368,
P60369,
P60372,
P60370,
P60371,
P60409,
P60410,
P60411,
Q8IUC1,
P59990,
P59991,
P60328,
P60329,
Q8IUC0,
Q52LG2,
Q3SY46,
Q3LI77,
Q3LI76,
A8MUX0,
Q9BYP8,
Q8IUB9,
Q3LHN2,
Q7Z4W3,
Q3LI73,
Q3LI72,
Q3LI70,
Q3SYF9,
Q3LI54,
Q9BYU5,
Q9BYT5,
"P0C7H8, Q9BYR9",
Q3LI63,
Q3LI61,
Q3LI60,
Q3LI62,
Q3LI58,
Q3LI59,
Q3LHN1,
Q3MIV0,
Q3LI68,
A1A580,
Q3LI83,
Q3LHN0,
Q6PEX3,
Q3LI81,
A8MX34,
Q9BYR8,
Q9BYR7,
Q9BYR6,
Q9BYQ7,
Q9BYQ6,
Q9BQ66,
Q9BYR5,
Q9BYR4,
Q9BYR3,
Q9BYR2,
Q9BYQ5,
Q9BYQ9,
Q9BYQ8,
Q6L8H4,
Q6L8G5,
Q6L8G4,
Q701N4,
Q6L8H2,
Q6L8H1,
Q701N2,
Q6L8G9,
Q6L8G8,
O75690,
P26371,
Q3LI64,
Q3LI66,
Q3LI67,
Q8IUC3,
Q8IUC2,
A8MXZ3,
Q9BYQ4,
Q9BYQ3,
Q9BYQ2,
A8MVA2,
A8MTY7,
Q9BYQ0,
Q9BYP9,
Q9BYR0,
Q8N6L1,
Q53RY4,
P60985,
Q8NAX2,
Q5T749,
O60938,
P50053,hsa00051 hsa01100
Q9UBP8,
Q6ZWJ8,
Q9H7L2,
P43629,hsa04612
P43630,hsa04612
Q8N743,hsa04612
Q14943,
P43626,hsa04612 hsa04650
P43627,hsa04612 hsa04650
P43628,hsa04612 hsa04650
Q99706,hsa04612 hsa04650
Q8N109,hsa04612 hsa04650
Q8NHK3,
Q14954,hsa04612 hsa04650
P43631,hsa04612 hsa04650
Q14952,hsa04612 hsa04650
P43632,hsa04612 hsa04650
Q14953,hsa04612 hsa04650
Q12918,hsa05144
P26715,hsa04612
P26717,hsa04612
Q07444,hsa04612
O43908,hsa04612
Q13241,hsa04612 hsa04650
Q9NZS2,
D3W0D1,
Q96E93,
A4D1S0,
P26718,hsa04650 hsa05144
B2CW77,
Q96J84,
Q6UWL6,
Q8IZU9,
Q9ULH0,hsa04722
P35968,hsa04014 hsa04015 hsa04151 hsa04370 hsa04510 hsa05205
Q76NI1,
Q6VAB6,hsa04014
Q86UP2,
Q92845,
P52732,
Q96FN5,
Q9H1H9,
Q9NQT8,
Q15058,
Q9NS87,
Q96L93,
Q9P2E2,
Q8NI77,
Q86Y91,
Q2TAC6,
Q12756,
O60333,
O43896,
O95235,
Q96Q89,
Q7Z4S6,
O75037,
Q5T7B8,
Q9UIL4,
Q9ULI4,
Q2KJY2,
Q86VH2,
B7ZC32,
O00139,
Q8N4N8,
Q99661,
Q9Y496,
O15066,
O14782,
O95239,
Q2VIQ3,
O60282,hsa04144 hsa04728
Q6ZMV9,
Q9HAQ2,
Q9BW19,
Q96AC6,
Q9BVG8,
Q07866,hsa05132
Q9H0B6,hsa05132
Q6P597,hsa05132
Q9NSK0,hsa05132
P50748,
Q9Y448,
Q8NG31,
A6PVL3,
Q2M2Z5,
Q86Z14,
Q9UEF7,hsa00040 hsa01100 hsa04961
Q96MU8,
Q8NCW0,
Q16719,hsa00380 hsa01100
O15229,hsa00380 hsa01100
Q16773,hsa00380 hsa00450 hsa01100 hsa05204
Q8NBH2,
Q9Y468,
Q96JM7,
Q8NA19,
Q8IV20,
Q9GZZ8,
P00709,hsa00052 hsa01100
Q53H82,
A8MY62,
P83111,
Q6UWM7,
P09848,hsa00052 hsa01100 hsa04973
Q6ZMR3,hsa00010 hsa00270 hsa00620 hsa00640 hsa01100 hsa01130 hsa04922
Q9BYZ2,hsa00010 hsa00270 hsa00620 hsa00640 hsa01100 hsa01130 hsa04922
P07195,hsa00010 hsa00270 hsa00620 hsa00640 hsa01100 hsa01130 hsa04922
P07864,hsa00010 hsa00270 hsa00620 hsa00640 hsa01100 hsa01130 hsa04922
Q86WU2,hsa00620
Q8WV93,
P22079,hsa04970
P02788,
O00515,
P52954,
Q6XYB7,
Q6Q4G3,
Q14739,
P20700,
Q03252,
Q8N9Z9,
Q8IXW0,
P25391,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
P24043,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
Q16787,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
P07942,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
Q13751,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
A4D0S4,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
Q13753,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
Q9Y6N6,hsa04151 hsa04510 hsa04512 hsa05145 hsa05146 hsa05200 hsa05222
P48449,hsa00100 hsa01100 hsa01130
O95835,hsa04390
Q9NRM7,hsa04390
Q5T7P2,
Q5T7P3,
Q5T751,
Q5T752,
Q5T753,
Q5T754,
Q5TA79,
O14633,
Q5TA81,
Q5TA82,
Q5TA76,
Q5TA77,
Q5T5A8,
Q9BYE3,
Q5T5B0,
Q5TA78,
Q5TCM9,
A0A183,
Q5T871,
Q6IAA8,
Q9Y2Q5,
Q9UHA4,hsa04010
Q0VGL1,
O43504,hsa05161
Q14766,hsa04350
Q14767,
Q9NS15,
Q8N2S1,
Q9BS40,
Q6UX15,
O95237,hsa00830 hsa04977
P04180,hsa00564
Q9HAT1,hsa04141
P49257,hsa04141
Q9H0V9,
Q12907,hsa04141
O75610,hsa04350
O00292,hsa04350
Q99538,hsa04142 hsa04612
P29536,
Q6P5Q4,
Q0VAK6,
Q96KR4,
Q8IWU2,
Q96Q04,
Q5TDP6,
Q9Y5L5,
P55344,
O15243,
O95214,
P48357,hsa04060 hsa04080 hsa04152 hsa04630 hsa04920 hsa04932
P41159,hsa04060 hsa04080 hsa04152 hsa04630 hsa04920 hsa04932
Q9UIC8,
O60294,
Q8IV03,
Q96LR2,
P02750,
A6NCL2,
O95970,
P42704,
Q8N0V4,
Q8N145,
Q8N135,
Q96FE5,
Q7L985,
P0C6S8,
Q6UY18,
Q9C099,
Q9P244,
Q9ULH4,
Q9BTN0,
Q6PJG9,
Q96NI6,
Q6UWE0,
Q9BTT6,
Q5BKY1,
A6NIK2,
Q15048,
A6NHZ5,
Q8TF66,
Q8N6Y2,
Q8N456,
Q9H756,
Q9BYS8,
Q8TCA0,
Q53EV4,
Q50LG9,
Q8N386,
Q2I0M4,
Q9C0I9,
Q86X40,
Q8WV35,
Q9BY71,
A6NM36,
Q6UY01,
Q14392,
Q8IZ02,
Q1X8D7,
A6NM11,
O60309,
Q49AS3,
Q6ZRG5,
A6NMS7,
Q96QE4,
Q5VT99,
Q96DD0,
Q96PB8,
A6NJW4,
Q9HBW1,hsa04360 hsa04514
Q9H9A6,
Q15345,
Q9Y546,
Q8N309,
Q96CN5,
Q96FV0,
Q8N1G4,
Q8IUZ0,
Q9NT99,hsa04514
Q9HCJ2,hsa04360 hsa04514
Q8N7C0,
A6NM62,
Q6ZSA7,
Q8IYG6,
Q8N9N7,
Q96CX6,
Q96AG4,
Q86X45,
Q9BV99,
Q05C16,
Q68CR7,
Q6ZNQ3,
Q96NW7,
Q7Z2Q7,
Q8N4P6,
A6NJI9,
Q5JTD7,
Q0VAA2,
Q6ZQY2,
Q8NAA5,
Q2VPJ9,
Q8IWT6,
Q6P9F7,
Q8TDW0,
Q7L1W4,
Q6NSJ5,
Q6ZRR7,
Q9BXB1,
O75473,
Q9HBX8,
Q38SD2,
Q5S007,hsa05012
Q6UXK5,
O75325,
Q9H3W5,
Q8WUT4,
Q96L50,
Q86UE6,
O43300,
Q86VH5,
Q86VH4,
Q9P2V4,
A6NDA9,
Q3SXY7,
Q96JM4,
A6PVS8,
A6NIV6,
Q9UFC0,
Q9Y2L9,
Q5VUJ6,
Q96II8,
O75427,
A4D1F6,
Q96M69,
Q96JA1,
O94898,
Q6UXM1,
Q9HBL6,
Q8N967,
Q8N8F7,
Q8N112,
"Q8WZ04, Q96E66",
A8MZ59,
Q8WZA0,
O95202,
Q2VYF4,
Q6ICC9,
O95751,
Q8N653,
Q86V48,
Q86TE4,
Q9P127,
Q538Z0,
