Protein,x
Q6P9H5,
Q8NHV1,
Q8ND71,
Q7Z2Y8,
Q8N442,
Q9UBP9,
Q8N7I0,
A0A096LPI5,
Q86UQ5,
A4D2P6,
Q9HAV7,
Q8TAA5,
Q14687,
P07305,
Q75WM6,
Q8IZA3,
Q92522,
Q4G0G2,
Q14774,
P0C5Y9,hsa05034 hsa05322
P0C5Z0,hsa05034 hsa05322
Q9BTM1,hsa05034 hsa05322
Q71UI9,hsa05034 hsa05322
P16104,hsa05034 hsa05322
O75367,hsa05034 hsa05322
Q9P0M6,hsa05034 hsa05322
P0C0S5,hsa05034 hsa05322
P0C1H6,hsa05034 hsa05203 hsa05322
Q7Z2G1,hsa05034 hsa05203 hsa05322
P84243,hsa05034 hsa05202 hsa05322
Q6NXT2,hsa05034 hsa05202 hsa05322
Q9NP08,
A2RU54,
A6NHT5,
Q96CS2,
Q9NVX0,
Q68CZ6,
Q9H6D7,
O94927,
Q7Z4H7,
Q99871,
Q9BT25,
Q9Y450,hsa03015 hsa05134
P08631,hsa04062 hsa04666
O00165,
Q53T59,
Q7Z4H3,
Q8N4P3,hsa00230
Q7Z4Q2,
Q86WZ0,
Q86XA9,
Q9P2D3,
Q6AI08,
A2RTY3,
O95714,hsa04120
Q15034,hsa04120
Q5GLZ8,hsa04120
Q9UII4,
Q15751,hsa04120
Q8IVU3,
Q9ULT8,
Q5U5R9,
Q5T447,
Q9Y4D8,
Q8IYU2,
Q76N89,
Q9P2P5,
Q5T8I9,
A8MVW5,
Q9BSE4,
C9JL84,
Q9UM44,
Q9XRX5,
P63136,
Q9UBX0,hsa04550
Q9H8Q6,
A2PYH4,
Q04756,
Q9BTY7,
Q96JK4,
Q6UWX4,
Q14526,
Q96JB3,
Q8IV36,
Q9Y241,
Q9P298,
A8MV81,
Q9BW72,
Q4VC39,
Q9BW71,
Q9BUP3,
O43719,
P10072,
Q6MZN7,
E2RYF7,
Q16534,
Q12766,
Q9UGU5,
O60381,
Q9Y328,
P20823,hsa04550 hsa04950
P35680,hsa04950
Q9BPY8,
Q86X24,
Q8N7B1,
Q92902,
Q969F9,
Q9NQG7,
Q9UPZ3,
Q86YV9,
Q9NWW9,
Q96KN8,
Q9HDD0,
P01112,hsa04010 hsa04012 hsa04014 hsa04015 hsa04062 hsa04068 hsa04071 hsa04144 hsa04151 hsa04360 hsa04370 hsa04510 hsa04540 hsa04550 hsa04650 hsa04660 hsa04662 hsa04664 hsa04720 hsa04722 hsa04725 hsa04726 hsa04730 hsa04810 hsa04910 hsa04912 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa05034 hsa05160 hsa05161 hsa05166 hsa05200 hsa05203 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231
Q9NZL4,hsa04141
Q96EW2,
P13985,
Q8NHY5,
O60921,
Q4G0P3,
Q96M11,
Q9Y5R4,
Q53FT3,
Q8NCD3,
Q8IWL3,
Q92743,
O43464,hsa05012
P83110,
P83105,
B1ANH7,
Q5T440,
Q9NZ38,
Q5T6J7,hsa00030 hsa01100 hsa01130 hsa01200
P13284,hsa04612
Q6UW32,
Q6UWQ7,
Q6UXB1,
Q6B9Z1,
Q9H665,
Q6U949,
Q96M15,
Q13123,
Q13422,
Q9UKS7,
Q9UKT9,
Q9H2S9,
Q9H5V7,
Q70UQ0,
Q08881,hsa04062 hsa04660 hsa04670
Q9H0C8,
Q9NV31,hsa03008
Q96G21,hsa03008
Q9C086,
Q6PI98,
Q53TQ3,
Q8NBZ0,
Q9ULG1,
F8WCM5,
Q01101,
Q96T92,
Q9NRY2,
Q6DN90,hsa04144
Q5JU85,hsa04144
Q9UPP2,hsa04144
A8MXQ7,
Q8NA54,
Q15051,
Q4KMZ1,
Q96DY2,
Q6IPM2,
Q8N6M8,
Q8IXL9,
P0C7M6,
A8MTL0,
A8MYZ5,
Q9H095,
P46940,hsa04520 hsa04810 hsa05205
Q86VI3,hsa04810
Q86VS3,
Q1A5X6,
Q8N0W5,
A6NCM1,
Q86XH1,
B3KU38,
P05161,hsa04622
P61371,hsa04550
Q96A47,
P53990,hsa04144
Q9ULR0,hsa03040
Q96ST2,
Q6UXV1,
Q5VZ72,
Q1ZYL8,
A6ND01,hsa04144
A6NJ69,
A6NGN9,
C9JVW0,
P0DMQ5,
Q86VZ6,
P0C869,hsa00564 hsa00565 hsa00590 hsa00591 hsa00592 hsa01100 hsa04010 hsa04014 hsa04270 hsa04370 hsa04611 hsa04664 hsa04724 hsa04726 hsa04730 hsa04750 hsa04912 hsa04913 hsa04921 hsa05231
Q9P055,
Q9Y4A0,
P23458,hsa04151 hsa04380 hsa04550 hsa04630 hsa05140 hsa05145 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05168 hsa05169 hsa05200 hsa05203 hsa05212
O60674,hsa04062 hsa04151 hsa04550 hsa04630 hsa04725 hsa04917 hsa04920 hsa05140 hsa05145 hsa05152 hsa05162 hsa05164 hsa05168
P52333,hsa04062 hsa04151 hsa04550 hsa04630 hsa05162 hsa05166 hsa05169 hsa05203
Q5VZ66,
Q15040,
Q8TAC2,
O75564,
Q8WYK2,
P05412,hsa04010 hsa04012 hsa04024 hsa04310 hsa04380 hsa04510 hsa04620 hsa04660 hsa04662 hsa04668 hsa04722 hsa04912 hsa04915 hsa04921 hsa04932 hsa05030 hsa05031 hsa05120 hsa05132 hsa05133 hsa05140 hsa05142 hsa05161 hsa05164 hsa05166 hsa05168 hsa05169 hsa05200 hsa05203 hsa05210 hsa05211 hsa05231 hsa05321 hsa05323
P17275,hsa04380 hsa04668
P17535,hsa04010 hsa04380
A0AUZ9,
Q7Z3B3,
Q9H9L4,
Q9P2N6,
Q9H478,
P24390,hsa05110
P33947,hsa05110
O43731,hsa05110
Q6UW63,
Q7Z4H8,
Q07666,
Q5VWX1,
O75525,
O15037,
Q5JSQ8,
Q587J8,
Q4VXA5,
Q92945,
Q15053,
Q14695,
Q14667,
Q15004,
Q14154,
Q12768,hsa04144
Q92628,
Q8IZA0,
Q5VV43,
O15063,
Q5VYK3,
O15091,
Q6ZU52,
Q9Y4F3,
O60268,
O60303,
Q9BVV6,
Q2KHM9,
O94854,
Q8IV33,
Q68EN5,
Q8NCT3,
Q7Z7F0,
A2VDJ0,
Q6ICG6,
P59773,
Q9UPX6,
Q9UPP5,
Q2LD37,
Q96AT1,
A4D1U4,
Q6NSJ0,
Q96A73,
Q9ULL0,
Q6NV74,
Q6ZU35,
Q5T5P2,
"Q9ULG3, Q6ZUG5",
A8MWY0,
Q6UXG2,
Q86T90,
Q69YN4,
Q9P272,
Q9P266,
Q9P260,
Q9P206,
Q8TCG1,
Q6ZVL6,
Q9HCM3,
Q9HCM1,
Q9HCI6,
Q5VZ46,
Q3SXP7,
Q9BY89,
Q9H0B3,
Q5JYT7,
Q6NSI8,
Q8N8K9,
Q0VF49,
Q8IYS2,
Q5QGS0,
Q5HYC2,
Q96EK5,
Q9Y6Z4,
Q8N7Y1,
Q969F8,hsa04080
P21583,hsa04014 hsa04015 hsa04151 hsa04640 hsa04916 hsa05200
P10721,hsa04014 hsa04015 hsa04151 hsa04640 hsa04916 hsa05200 hsa05221 hsa05230
Q9H8V8,
Q8NEE0,
Q14678,
Q63ZY3,
Q6NY19,
Q5T7N3,
C9JBD0,
Q5JUW0,
A5PL33,
Q6ZNG9,
P01116,hsa04010 hsa04012 hsa04014 hsa04015 hsa04062 hsa04068 hsa04071 hsa04151 hsa04320 hsa04360 hsa04370 hsa04540 hsa04550 hsa04650 hsa04660 hsa04662 hsa04664 hsa04720 hsa04722 hsa04725 hsa04726 hsa04730 hsa04810 hsa04910 hsa04912 hsa04914 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa04960 hsa05034 hsa05160 hsa05161 hsa05166 hsa05200 hsa05203 hsa05205 hsa05206 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231
Q8N9T8,
O00522,hsa04015
Q13601,
Q96EK9,
Q86SY8,
Q96I82,
P23276,
Q15726,
O60870,
Q13351,
Q13118,
O14901,
Q9Y4X4,
Q9Y2Y9,
Q8TD94,
Q9UIH9,
Q9BXK1,
Q5JT82,
A0A0U1RQI7,
Q9Y5W3,hsa04068
P57682,hsa05202
O43474,hsa04550
Q13887,
Q99612,
O75840,
O95600,
Q13886,
Q9BQD3,
Q14657,
Q9H9P8,hsa00650
Q8IZJ6,
Q969R5,
O95461,
Q8N3Y3,
Q9Y4W2,
Q9BQE6,
Q86VQ0,
O95447,
P06239,hsa04064 hsa04380 hsa04650 hsa04660 hsa05166 hsa05340
Q07954,hsa05010 hsa05144
Q7Z4F1,
Q86VZ4,
Q9Y561,
Q9NZR2,
O75074,
O75096,
A4QPB2,
O75197,hsa04310
O75581,hsa04310
Q14114,
P30533,
Q68G75,
Q8NC56,
Q9Y2U8,
Q8WVC0,
Q6P1Q0,
Q8NES3,hsa00514 hsa04330
Q14847,
Q9UPQ0,
Q9NZU5,
Q9UHB6,
Q86U70,hsa05202
O43679,
O75112,
Q9BT23,
Q93052,
P53667,hsa04360 hsa04666 hsa04810
P53671,hsa04360 hsa04666 hsa04810
P25800,
P25791,hsa05202
Q8TAP4,
P61968,
Q9UGP4,hsa04390
P48742,
P50458,
Q9UBR4,
Q969G2,
Q9H2C1,hsa04550
Q9UPM6,
Q68G74,
Q9NQ69,
Q8TE12,
O60663,
P48059,
Q7Z4I7,
"P0CW19, P0CW20",
Q9UN81,
Q5T7N2,
Q8TD35,
Q15334,hsa04390 hsa04530
Q6P1M3,hsa04390 hsa04530
Q9BRT6,
Q9NUN5,hsa04977
Q68DH5,
F2Z398,
Q17RB8,
Q1L5Z9,
Q496Y0,
P50851,
Q9P2M1,
Q32MZ4,
Q9Y608,
Q8ND94,
Q9BX40,
O15116,hsa03018
Q969L4,
P83369,
Q3MHD2,
Q8ND56,
Q9Y333,hsa03018 hsa03040
P62310,hsa03018 hsa03040
Q9Y4Z0,hsa03018 hsa03040
Q9Y4Y9,hsa03018 hsa03040
P62312,hsa03018 hsa03040
Q9UK45,hsa03018 hsa03040
O95777,hsa03018 hsa03040
Q96GA3,
Q9Y383,
O95232,
Q9NQ29,
Q8N2G4,
Q6UXB3,
O95274,
Q6UWN0,
Q6UWN5,
Q86Y78,
Q8NI32,
Q6UX82,
P12980,hsa05202
P07948,hsa04062 hsa04064 hsa04611 hsa04662 hsa04664 hsa04666 hsa04730 hsa05120 hsa05169 hsa05203
O43325,
Q9NU23,
Q9HD34,
Q5U5X0,
A8MSI8,
Q6PKG0,
Q659C4,
Q71RC2,
Q92615,
Q9BRS8,
Q4G0J3,
O43813,
Q9NS86,
Q6ZV70,
Q9H400,
Q9NX58,
"P0DP58, P0DP57",
Q96S90,
Q8IV50,
Q7Z3D4,
Q5XG99,
O00566,hsa03008
Q99547,hsa03018
Q99549,
Q99550,
Q8TAP9,
Q6ZN28,
Q9BQ69,
A1Z1Q3,
Q9Y6D9,hsa04110 hsa04914 hsa05203
Q13257,hsa04110 hsa04114 hsa04914 hsa05166
Q9UI95,hsa04110 hsa04114 hsa04914 hsa05100 hsa05131
Q15013,
Q8NHW3,hsa04930 hsa04950
Q9Y5Q3,
Q9ULX9,
O15525,
O60675,
O75444,hsa05202 hsa05321
Q9H063,
Q8WZ33,
P43355,
P43363,
P43364,
P43365,
A6NCF6,
P43356,
P43357,
P43358,
P43359,
P43360,
P43361,
P43362,
P43366,
Q96LZ2,
A2A368,
A8MXT2,
Q96M61,
O15479,
O15480,
O15481,
Q9BZ81,
Q8N7X4,
O60732,
Q9UBF1,
Q8TD91,
Q9Y5V3,hsa04722
Q9UNF1,
Q96JG8,
Q9HCI5,
Q8TD90,
Q9HAY2,
Q9H213,
Q9UJ55,
Q9H6Y5,
Q9BXY0,
Q5VYJ5,
Q7Z304,
Q6UXC1,
Q8NFP4,
Q7Z553,
Q9H8J5,
A6NHS7,
Q8WXG6,
Q9BUB5,hsa04010 hsa04066 hsa04910
Q9HBH9,hsa04010 hsa04066 hsa04910
Q9NS73,
P57077,
Q9H9H5,
Q3KQU3,
Q96T17,
Q8IWC1,
C9JLW8,
Q9BUT9,
Q8N8E1,
P49006,hsa04666 hsa05140
Q9BSK0,
Q8N4S9,
Q96A59,
Q8TDS7,hsa04614
Q86SM8,
Q96AM1,
Q86SM5,
Q96LB2,
Q96LB1,
Q96LB0,
Q96LA9,
P35410,
P04201,hsa04080 hsa04614
Q9Y6X3,
Q05195,
Q9BW11,
Q14582,
P50539,
Q99583,
O15068,
P10911,
Q86YR7,
Q9ULC4,
Q96DY7,
Q00987,hsa04068 hsa04110 hsa04115 hsa04120 hsa04144 hsa04151 hsa04919 hsa05169 hsa05200 hsa05202 hsa05203 hsa05205 hsa05206 hsa05214 hsa05215 hsa05218 hsa05219 hsa05220
O15151,hsa04115 hsa05206
Q03112,hsa04010 hsa05200 hsa05220
Q6ZN01,
Q12866,
P08581,hsa04014 hsa04015 hsa04151 hsa04360 hsa04510 hsa04520 hsa05100 hsa05120 hsa05144 hsa05200 hsa05202 hsa05205 hsa05206 hsa05211 hsa05218 hsa05230
O00587,hsa00514 hsa04330
Q8IWI9,
Q9UBM8,hsa00510 hsa01100
A6NG13,hsa00510 hsa01100
Q29983,
Q29980,
Q5JRA6,
Q6ZW33,
Q8N3F8,
Q8IY33,
Q9NPA3,
Q8N344,
Q7Z3K6,
Q8N108,
A9UHW6,
Q9H1L0,
Q0VDD5,
Q6AWC8,
Q8N6C7,
Q9H081,
Q6P0N0,
Q9NYP9,
Q96FF7,
Q9ULH7,
H3BPM6,
Q03111,hsa05202
P42568,hsa05202
P55198,
Q9NP71,hsa04931 hsa04932
Q9HAP2,hsa04931 hsa04932
Q9UH92,hsa04931 hsa04932
A0A0U1RRL7,
Q96T76,
Q6ZRQ5,
Q10571,
P51948,hsa03022 hsa03420
Q9Y3A3,
Q9H8S9,hsa04390
Q7L9L4,hsa04390
Q70IA6,
Q96BX8,
Q86TA1,
Q70IA8,
Q9UQ07,
Q86VX9,
Q7L1V2,
Q7Z3U7,
Q86VD1,
Q9Y6X9,
Q14149,
Q8TE76,
Q5T089,
Q502X0,
Q6PF18,
Q8NDC4,
Q5VZ52,
P40238,hsa04060 hsa04630
Q8N594,
Q567V2,hsa04146
Q2QL34,hsa04146
P39210,hsa04146
Q9NV56,
Q2M3A8,
Q6NTE8,
Q9HD23,
Q9UKD2,
Q4VC12,
P0CJ68,
P0CJ77,
S4R3Y5,
P0DMP1,
S4R3P1,
P0CJ69,
P0CJ70,
P0CJ71,
P0CJ72,
P0CJ73,
P0CJ74,
P0CJ75,
P0CJ76,
P03891,hsa00190 hsa01100 hsa05012
Q9BVC4,hsa04150 hsa04151
O43312,
Q765P7,
Q5H9M0,
Q96NY9,hsa03440 hsa03460
P20591,hsa05162 hsa05164
P20592,
Q9BQG0,
P10243,
P10244,
P10242,hsa04151 hsa05166
P61244,hsa04010 hsa05200 hsa05202 hsa05222
P56270,
O75592,
Q99417,
Q8IUF8,
Q7Z4T9,
Q8TBZ2,
P12525,
P40205,
Q9HAF1,
Q8N884,hsa04623
Q8IYB1,
Q9NPJ1,
Q8TC05,
Q9NXB0,
O15553,hsa04621
O00470,hsa04550 hsa05202
O14770,
A6NDR6,
A8K0S8,
Q99687,
Q9H2W2,
B2RBV5,
Q96HT8,
Q9Y605,
Q9BXT6,
Q9HCE1,
Q5VVJ2,
Q86VE0,
Q6ZTZ1,
Q6P1R3,
Q96H12,
Q8NCY6,
Q9P1T7,
Q99750,
P41227,
Q9BSU3,
Q9BXJ9,
Q6N069,
P61599,
Q14CX7,
Q147X3,
Q5VZE5,
Q9BRA0,
Q86UY6,
Q9GZZ1,
Q9H7X0,
Q9Y5N5,
P54802,hsa00531 hsa01100 hsa04142
Q9Y3Q0,
Q9UQQ1,
Q58DX5,
Q9UJ70,hsa00520
Q3T906,hsa04142
Q9UJJ9,hsa04142
Q9UK23,hsa04142
Q8N159,hsa00220 hsa01100 hsa01210 hsa01230
Q9BXD5,hsa00520
Q9NR45,hsa00520 hsa01100
Q8TBE9,hsa00520 hsa01100
P18440,hsa00232 hsa00983 hsa01100 hsa05204
Q9H0A0,hsa03008
Q8WUY8,
Q8N8M0,
P11245,hsa00232 hsa00983 hsa01100 hsa05204
Q93015,
Q9UHE5,
Q8N9F0,hsa00250 hsa01100
Q9UHF3,
Q9BTE0,
Q8N6N6,
Q6IQ20,hsa04723
Q02083,
Q13510,hsa00600 hsa01100 hsa04071 hsa04142
Q9NR71,hsa00600 hsa01100 hsa04071
P0C7U1,
P52848,hsa00534 hsa01100
P52849,hsa00534 hsa01100
O95803,hsa00534 hsa01100
Q9H3R1,hsa00534 hsa01100
Q96IV0,hsa04141
P29372,hsa03410
Q13287,
Q92597,
P30419,
O60551,
P51688,hsa00531 hsa01100 hsa04142
Q8N987,
Q7Z6G3,
Q96P71,
Q9BV86,
Q96AB6,
O15069,
Q96BF6,
Q149M9,
Q9ULI1,
Q4G0N4,hsa00760 hsa01100
O95544,hsa00760 hsa01100
Q6IA69,hsa00760 hsa01100
Q15738,hsa00100 hsa01100 hsa01130
P15559,hsa00130
P16083,
Q8IW45,
Q8NCW5,
P03886,hsa00190 hsa01100 hsa05012
P03897,hsa00190 hsa01100 hsa05012
P03905,hsa00190 hsa01100 hsa05012
P03901,hsa00190 hsa01100 hsa05012
P03915,hsa00190 hsa01100 hsa05012
P03923,hsa00190 hsa01100 hsa05012
Q9Y375,
Q8N183,
Q9BU61,
Q9P032,
Q5TEU4,
Q330K2,
Q7L592,
A1L188,
P28331,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O75306,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O75251,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O00217,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P49821,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P19404,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O15239,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95299,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q86Y39,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q9UI09,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q9P0J0,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43678,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95167,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q16718,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P56556,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95182,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P51970,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q16795,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O14561,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O75438,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O96000,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q9NX14,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95178,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43676,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95168,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43674,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95139,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P17568,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95169,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43677,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O95298,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43181,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O43920,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O75380,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
P56181,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q6NXP6,
Q9UHB4,
Q9Y5S8,hsa04380
Q9HBY0,hsa04380
Q9NPH5,
Q96PH1,
Q86UR1,
Q8NFA2,
Q7Z5D8,
Q14596,
Q69YL0,
P16333,hsa04012 hsa04360 hsa04660 hsa05130
O43639,hsa04012 hsa04360 hsa04660 hsa05130
P55160,hsa04810
Q9HCH0,
O14513,
Q9NZQ3,
Q9BTX1,hsa03013
O14777,
Q00604,
Q9UN36,
Q9UGV2,
Q9ULP0,
Q9NRX3,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
O00483,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
E9PQ53,hsa00190 hsa01100 hsa04932 hsa05010 hsa05012 hsa05016
Q8NC96,
Q9NVZ3,
O75113,
Q5TBK1,
Q92802,
Q86UW6,
O15049,
Q13564,hsa05010
Q8NBZ9,
Q8NET5,
Q5M9Q1,
Q8N9T2,
Q8N5F7,
P25963,hsa04024 hsa04062 hsa04064 hsa04210 hsa04380 hsa04620 hsa04621 hsa04622 hsa04623 hsa04660 hsa04662 hsa04668 hsa04722 hsa04920 hsa04931 hsa05120 hsa05131 hsa05134 hsa05140 hsa05142 hsa05145 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05168 hsa05169 hsa05200 hsa05203 hsa05215 hsa05220 hsa05222
Q15653,hsa04062 hsa04621 hsa04622 hsa04623 hsa04660 hsa04662 hsa04722 hsa04920 hsa05131 hsa05140 hsa05145 hsa05162 hsa05164 hsa05168 hsa05169
Q8NI38,
O00221,hsa04660 hsa04662 hsa04722 hsa04920 hsa05169
Q9NYS0,
Q9NYR9,
Q9UBC1,
Q9BYH8,hsa05202
O15226,
Q9Y697,hsa00730 hsa01100 hsa04122
Q9UMS0,
Q13506,
Q15742,
Q9GZT8,
Q8NBF2,
Q5JS37,
P0CG21,
Q6VVB1,hsa04120
Q9NX24,hsa03008
Q6T4R5,
Q5SYE7,
Q5HYW2,
Q8IY84,
Q96PY6,
Q6ZWH5,
Q8NG66,
P51955,
P51956,
P51957,
Q6P3R8,
Q9HC98,
Q8TDX7,
Q86SG6,
Q8TD19,
Q9ULX3,hsa03008
Q9Y221,
Q6NVV3,
Q9H841,
Q6P499,
Q0D2K0,
Q6KC79,
Q15270,
Q9UD57,
P43699,
O95096,hsa04950
Q8TAU0,
Q9H2Z4,
P52952,
A6NCS4,
O15522,
Q99801,hsa05200 hsa05215
P78367,
P78426,hsa04950
Q9C056,
A6NJ46,
Q7RTR2,
Q9NPP4,hsa04621 hsa05132 hsa05134
Q86WI3,
Q13075,hsa04621 hsa05134
Q86UT6,hsa04622 hsa05164
Q9C000,hsa04621
Q86W26,
P59045,
P59046,
Q86W25,
Q86W24,
Q9NX02,
P0DMW2,
Q96P20,hsa04621 hsa05133 hsa05164
Q96MN2,
P59047,
P59044,
Q8WX94,
Q86W28,
Q7RTR0,
Q96D46,hsa03008 hsa03013
Q6X4W1,
P56597,hsa00230 hsa00240 hsa01100 hsa01130
Q9Y5B8,hsa00230 hsa00240 hsa01100 hsa01130
Q8N427,
Q86XW9,
P15531,hsa00230 hsa00240 hsa01100 hsa01130
O60361,
P22392,hsa00230 hsa00240 hsa01100 hsa01130
Q13232,hsa00230 hsa00240 hsa01100 hsa01130
O00746,hsa00230 hsa00240 hsa01100 hsa01130
O75414,hsa00230 hsa00240 hsa01100 hsa01130
O60393,
Q9Y3T9,
Q8WTT2,
Q15155,
Q5JPE7,
P69849,
Q9NPE3,hsa03008
P78316,
Q9Y3C1,
P46087,
Q08J23,
Q9H649,
Q96CB9,
Q3KNT7,
Q63ZY6,
Q96P11,
Q8TEA1,
Q8NE18,
Q9Y2X3,hsa03008
Q86U38,
Q7Z6K4,
Q6P988,
P51513,
Q9UNW9,
O15118,hsa04142
P61916,hsa04142
Q9UHC9,hsa04975
O60500,
Q9NP85,
Q8WTW4,
Q12980,
Q9H7Z3,
O95478,
Q8WV22,
Q96MF7,
Q96MG7,
Q9NXX6,
P54920,hsa04721
Q9H115,
Q99747,
Q96IY1,
Q6ZSK4,
Q17RQ9,
O60285,
Q9H093,
Q9BZD4,
Q9UHK0,
Q7Z417,
Q9Y6R0,hsa04330
P49757,hsa04330
Q96E22,hsa00900
Q8IVF1,
A6NNL0,
Q5VT03,
B1AL46,
A1L443,
Q5VZR2,
Q86Y26,
Q9P2P1,
Q4KMZ8,
Q5VXU1,
Q8N8D7,
Q8IVV8,
Q8N7R0,
Q6NSW7,
Q9H9S0,hsa04550 hsa05205
Q9BT67,
Q9NV92,
Q7Z2Y5,
Q9HBL8,
Q96RS6,
Q8WVJ2,
Q8IVD9,
P16455,
Q9Y530,
O15294,hsa00514 hsa04931
Q9H4B0,
Q9NPF4,
Q04671,
Q9NX40,
Q56VL3,
Q01968,hsa00562 hsa01100 hsa04070
O75665,
Q96E52,
O60313,
Q96D31,hsa04020 hsa04024 hsa04611 hsa04924 hsa04925 hsa05340
Q96SN7,hsa04020
Q9BRQ5,hsa04020
Q9P0S3,
Q53FV1,
Q8N138,
Q13438,hsa04141
Q5VV17,
Q5T2D3,
Q01804,
Q96G74,hsa04622
Q7L8S5,
Q8TE49,
Q6GQQ9,
Q96BN8,
Q96FW1,
Q96DC9,
Q8N6M0,
Q15070,hsa03060
Q9NTK5,
O43482,
Q8N7H5,
O75459,
Q7Z2X7,
Q5JRK9,
Q5JUK9,
O60829,
Q96GU1,
Q9NWT1,
Q504Q3,hsa03018
Q58A45,hsa03018
Q5QFB9,
Q8N7B6,
Q96M98,
Q8NA58,
Q9NWS1,
Q8IV76,
Q96RG2,
Q86TB9,hsa03018
C9JE40,
Q8NI35,hsa04390 hsa04530
Q6ZW49,
Q9Y5B6,
Q9BTK6,
P40424,hsa05202
P40425,
P40426,hsa05202
Q9BYU1,
Q96AQ6,
P55347,
Q96KN3,
Q9H1Q7,
Q96HM7,
O75475,
O94913,hsa03015
Q5JVF3,
Q13442,
Q8N165,
Q29RF7,
Q9NTI5,
Q9H4Z3,
O00151,
Q96JY6,
Q53GG5,
P50479,
Q96HC4,
Q9NR12,
Q96KB5,
A8MUH7,
Q5T2W1,
Q5EBL8,
O15018,
Q86UT5,
Q76G19,
Q9H5P4,
Q8NEN9,
Q8IXQ8,
Q9UPQ7,
Q6ZMN7,
Q13113,
Q96FX8,hsa04115
Q8WW12,
P0DJ07,
Q6UWS5,
Q96HS1,hsa04668
O60346,hsa04151
Q6ZVD8,hsa04151
Q9P1Y6,
O43189,
Q8WUB8,
Q9UIL8,
Q96QT6,
Q86YI8,
O94880,
Q5T6S3,
O75151,
Q9BVI0,
A8MW92,
Q96BD5,
Q96EK2,
Q9BUL5,
Q9UPV7,
Q92576,
Q7RTV0,hsa03040
Q8IWS0,
Q9BWX1,
Q9UPP1,
Q9H611,
A0A0B4J2F0,
Q96I23,
Q9NWS0,
Q8WWB5,
Q9NQM4,
Q5SR53,
Q8IYJ0,
Q96BK5,
A2A3N6,
Q9GZP4,
Q9BZ71,
A1L4L8,
Q9UM63,
Q9UPG8,
Q6DJT9,
Q96QH2,
P54277,
A4D2B8,
Q13670,
O95744,
Q13401,
A8MQ11,
